,Year,Region,Suburb,Median
4058,2006,Bendigo,golden square,200.0
4057,2006,Bendigo,bendigo,200.0
4057,2006,Bendigo,flora hill,200.0
4055,2006,Ballarat,alfredton,185.0
4055,2006,Ballarat,wendouree,185.0
4054,2006,Ballarat,delacombe,175.0
4054,2006,Ballarat,sebastopol,175.0
4053,2006,Ballarat,buninyong,190.0
4053,2006,Ballarat,mount clear,190.0
4048,2006,Geelong,geelong west,180.0
4048,2006,Geelong,herne hill,180.0
4047,2006,Geelong,newcomb,195.0
4047,2006,Geelong,geelong,195.0
4045,2006,Geelong,grovedale,220.0
4045,2006,Geelong,belmont,220.0
4044,2006,Mornington Peninsula,carrum downs,210.0
4044,2006,Mornington Peninsula,seaford,210.0
4043,2006,Mornington Peninsula,mount martha,250.0
4043,2006,Mornington Peninsula,mornington,250.0
4043,2006,Mornington Peninsula,mount eliza,250.0
4042,2006,Mornington Peninsula,flinders,200.0
4042,2006,Mornington Peninsula,hastings,200.0
4040,2006,Mornington Peninsula,portsea,185.0
4040,2006,Mornington Peninsula,dromana,185.0
4036,2006,South Eastern Melbourne,hampton park,220.0
4036,2006,South Eastern Melbourne,narre warren,220.0
4035,2006,South Eastern Melbourne,endeavour hills,200.0
4035,2006,South Eastern Melbourne,dandenong north,200.0
4030,2006,Outer Eastern Melbourne,scoresby,250.0
4030,2006,Outer Eastern Melbourne,wantirna,250.0
4026,2006,Outer Eastern Melbourne,lilydale,225.0
4026,2006,Outer Eastern Melbourne,croydon,225.0
4021,2006,North Eastern Melbourne,lalor,200.0
4021,2006,North Eastern Melbourne,thomastown,200.0
4017,2006,North Eastern Melbourne,epping,230.0
4017,2006,North Eastern Melbourne,mill park,230.0
4016,2006,North Eastern Melbourne,ivanhoe east,250.0
4016,2006,North Eastern Melbourne,ivanhoe,250.0
4015,2006,North Eastern Melbourne,heidelberg west,240.0
4015,2006,North Eastern Melbourne,heidelberg,240.0
4014,2006,North Eastern Melbourne,alphington,210.0
4014,2006,North Eastern Melbourne,fairfield,210.0
4013,2006,North Eastern Melbourne,montmorency,260.0
4013,2006,North Eastern Melbourne,research,260.0
4013,2006,North Eastern Melbourne,eltham,260.0
4012,2006,North Eastern Melbourne,hurstbridge,250.0
4012,2006,North Eastern Melbourne,greensborough,250.0
4012,2006,North Eastern Melbourne,bundoora,250.0
4009,2006,North Western Melbourne,coburg north,230.0
4009,2006,North Western Melbourne,pascoe vale,230.0
4008,2006,North Western Melbourne,fawkner,205.0
4008,2006,North Western Melbourne,glenroy,205.0
4008,2006,North Western Melbourne,oak park,205.0
4007,2006,North Western Melbourne,ascot vale,260.0
4007,2006,North Western Melbourne,moonee ponds,260.0
4005,2006,North Western Melbourne,tullamarine,210.0
4005,2006,North Western Melbourne,gladstone park,210.0
4001,2006,North Western Melbourne,pascoe vale south,240.0
4001,2006,North Western Melbourne,coburg,240.0
3999,2006,North Western Melbourne,roxburgh park,210.0
3999,2006,North Western Melbourne,broadmeadows,210.0
3998,2006,Outer Western Melbourne,seddon,250.0
3998,2006,Outer Western Melbourne,yarraville,250.0
3995,2006,Outer Western Melbourne,hoppers crossing,200.0
3995,2006,Outer Western Melbourne,werribee,200.0
3992,2006,Outer Western Melbourne,deer park,180.0
3992,2006,Outer Western Melbourne,st albans,180.0
3991,2006,Outer Western Melbourne,spotswood,260.0
3991,2006,Outer Western Melbourne,newport,260.0
3989,2006,Outer Western Melbourne,avondale heights,240.0
3989,2006,Outer Western Melbourne,keilor east,240.0
3986,2006,Southern Melbourne,hughesdale,240.0
3986,2006,Southern Melbourne,murrumbeena,240.0
3985,2006,Southern Melbourne,mordialloc,230.0
3985,2006,Southern Melbourne,parkdale,230.0
3985,2006,Southern Melbourne,mentone,230.0
3982,2006,Southern Melbourne,beaumaris,355.0
3982,2006,Southern Melbourne,hampton,355.0
3974,2006,Southern Melbourne,carrum,235.0
3974,2006,Southern Melbourne,chelsea,235.0
3974,2006,Southern Melbourne,aspendale,235.0
3973,2006,Inner Eastern Melbourne,burwood east,261.0
3973,2006,Inner Eastern Melbourne,forest hill,261.0
3973,2006,Inner Eastern Melbourne,vermont,261.0
3972,2006,Inner Eastern Melbourne,mitcham,245.0
3972,2006,Inner Eastern Melbourne,nunawading,245.0
3968,2006,Inner Eastern Melbourne,mulgrave,280.0
3968,2006,Inner Eastern Melbourne,glen waverley,280.0
3966,2006,Inner Eastern Melbourne,donvale,290.0
3966,2006,Inner Eastern Melbourne,doncaster east,290.0
3964,2006,Inner Eastern Melbourne,oakleigh,250.0
3964,2006,Inner Eastern Melbourne,chadstone,250.0
3963,2006,Inner Eastern Melbourne,mont albert,280.0
3963,2006,Inner Eastern Melbourne,surrey hills,280.0
3963,2006,Inner Eastern Melbourne,canterbury,280.0
3962,2006,Inner Eastern Melbourne,glen iris,275.0
3962,2006,Inner Eastern Melbourne,camberwell,275.0
3961,2006,Inner Eastern Melbourne,ashburton,270.0
3961,2006,Inner Eastern Melbourne,burwood,270.0
3960,2006,Inner Eastern Melbourne,doncaster,290.0
3960,2006,Inner Eastern Melbourne,templestowe,290.0
3960,2006,Inner Eastern Melbourne,bulleen,290.0
3951,2006,Inner Melbourne,burnley,325.0
3951,2006,Inner Melbourne,richmond,325.0
3950,2006,Inner Melbourne,windsor,293.0
3950,2006,Inner Melbourne,prahran,293.0
3948,2006,Inner Melbourne,west melbourne,300.0
3948,2006,Inner Melbourne,north melbourne,300.0
3947,2006,Inner Melbourne,kensington,270.0
3947,2006,Inner Melbourne,flemington,270.0
3946,2006,Inner Melbourne,clifton hill,310.0
3946,2006,Inner Melbourne,fitzroy north,310.0
3940,2006,Inner Melbourne,abbotsford,300.0
3940,2006,Inner Melbourne,collingwood,300.0
3938,2006,Inner Melbourne,parkville,275.0
3938,2006,Inner Melbourne,carlton,275.0
3935,2006,Inner Melbourne,st kilda west,325.0
3935,2006,Inner Melbourne,middle park,325.0
3935,2006,Inner Melbourne,albert park,325.0
3487,2005,Other Regional Centres,maffra,150.0
3487,2005,Other Regional Centres,sale,150.0
3485,2005,Other Regional Centres,barwon heads,200.0
3485,2005,Other Regional Centres,ocean grove,200.0
3483,2005,Other Regional Centres,newborough,118.0
3483,2005,Other Regional Centres,moe,118.0
3474,2005,Bendigo,kangaroo flat,190.0
3474,2005,Bendigo,golden square,190.0
3473,2005,Bendigo,bendigo,195.0
3473,2005,Bendigo,flora hill,195.0
3471,2005,Ballarat,alfredton,185.0
3471,2005,Ballarat,wendouree,185.0
3470,2005,Ballarat,delacombe,170.0
3470,2005,Ballarat,sebastopol,170.0
3469,2005,Ballarat,buninyong,180.0
3469,2005,Ballarat,mount clear,180.0
3464,2005,Geelong,geelong west,170.0
3464,2005,Geelong,herne hill,170.0
3463,2005,Geelong,newcomb,185.0
3463,2005,Geelong,geelong,185.0
3461,2005,Geelong,grovedale,200.0
3461,2005,Geelong,belmont,200.0
3460,2005,Mornington Peninsula,carrum downs,200.0
3460,2005,Mornington Peninsula,seaford,200.0
3459,2005,Mornington Peninsula,mount martha,240.0
3459,2005,Mornington Peninsula,mornington,240.0
3459,2005,Mornington Peninsula,mount eliza,240.0
3458,2005,Mornington Peninsula,flinders,190.0
3458,2005,Mornington Peninsula,hastings,190.0
3456,2005,Mornington Peninsula,portsea,180.0
3456,2005,Mornington Peninsula,dromana,180.0
3452,2005,South Eastern Melbourne,hampton park,210.0
3452,2005,South Eastern Melbourne,narre warren,210.0
3451,2005,South Eastern Melbourne,endeavour hills,190.0
3451,2005,South Eastern Melbourne,dandenong north,190.0
3446,2005,Outer Eastern Melbourne,scoresby,240.0
3446,2005,Outer Eastern Melbourne,wantirna,240.0
3442,2005,Outer Eastern Melbourne,lilydale,210.0
3442,2005,Outer Eastern Melbourne,croydon,210.0
3437,2005,North Eastern Melbourne,lalor,190.0
3437,2005,North Eastern Melbourne,thomastown,190.0
3433,2005,North Eastern Melbourne,epping,220.0
3433,2005,North Eastern Melbourne,mill park,220.0
3432,2005,North Eastern Melbourne,ivanhoe east,235.0
3432,2005,North Eastern Melbourne,ivanhoe,235.0
3431,2005,North Eastern Melbourne,heidelberg west,230.0
3431,2005,North Eastern Melbourne,heidelberg,230.0
3430,2005,North Eastern Melbourne,alphington,200.0
3430,2005,North Eastern Melbourne,fairfield,200.0
3429,2005,North Eastern Melbourne,montmorency,250.0
3429,2005,North Eastern Melbourne,research,250.0
3429,2005,North Eastern Melbourne,eltham,250.0
3428,2005,North Eastern Melbourne,hurstbridge,230.0
3428,2005,North Eastern Melbourne,greensborough,230.0
3428,2005,North Eastern Melbourne,bundoora,230.0
3425,2005,North Western Melbourne,coburg north,210.0
3425,2005,North Western Melbourne,pascoe vale,210.0
3424,2005,North Western Melbourne,fawkner,195.0
3424,2005,North Western Melbourne,glenroy,195.0
3424,2005,North Western Melbourne,oak park,195.0
3423,2005,North Western Melbourne,ascot vale,240.0
3423,2005,North Western Melbourne,moonee ponds,240.0
3421,2005,North Western Melbourne,tullamarine,200.0
3421,2005,North Western Melbourne,gladstone park,200.0
3417,2005,North Western Melbourne,pascoe vale south,230.0
3417,2005,North Western Melbourne,coburg,230.0
3415,2005,North Western Melbourne,roxburgh park,200.0
3415,2005,North Western Melbourne,broadmeadows,200.0
3414,2005,Outer Western Melbourne,seddon,230.0
3414,2005,Outer Western Melbourne,yarraville,230.0
3411,2005,Outer Western Melbourne,hoppers crossing,190.0
3411,2005,Outer Western Melbourne,werribee,190.0
3408,2005,Outer Western Melbourne,deer park,180.0
3408,2005,Outer Western Melbourne,st albans,180.0
3407,2005,Outer Western Melbourne,spotswood,230.0
3407,2005,Outer Western Melbourne,newport,230.0
3405,2005,Outer Western Melbourne,avondale heights,230.0
3405,2005,Outer Western Melbourne,keilor east,230.0
3402,2005,Southern Melbourne,hughesdale,235.0
3402,2005,Southern Melbourne,murrumbeena,235.0
3401,2005,Southern Melbourne,mordialloc,210.0
3401,2005,Southern Melbourne,parkdale,210.0
3401,2005,Southern Melbourne,mentone,210.0
3398,2005,Southern Melbourne,beaumaris,330.0
3398,2005,Southern Melbourne,hampton,330.0
3390,2005,Southern Melbourne,carrum,215.0
3390,2005,Southern Melbourne,chelsea,215.0
3390,2005,Southern Melbourne,aspendale,215.0
3389,2005,Inner Eastern Melbourne,burwood east,250.0
3389,2005,Inner Eastern Melbourne,forest hill,250.0
3389,2005,Inner Eastern Melbourne,vermont,250.0
3388,2005,Inner Eastern Melbourne,mitcham,230.0
3388,2005,Inner Eastern Melbourne,nunawading,230.0
3384,2005,Inner Eastern Melbourne,mulgrave,260.0
3384,2005,Inner Eastern Melbourne,glen waverley,260.0
3382,2005,Inner Eastern Melbourne,donvale,275.0
3382,2005,Inner Eastern Melbourne,doncaster east,275.0
3380,2005,Inner Eastern Melbourne,oakleigh,240.0
3380,2005,Inner Eastern Melbourne,chadstone,240.0
3379,2005,Inner Eastern Melbourne,mont albert,275.0
3379,2005,Inner Eastern Melbourne,surrey hills,275.0
3379,2005,Inner Eastern Melbourne,canterbury,275.0
3378,2005,Inner Eastern Melbourne,glen iris,265.0
3378,2005,Inner Eastern Melbourne,camberwell,265.0
3377,2005,Inner Eastern Melbourne,ashburton,250.0
3377,2005,Inner Eastern Melbourne,burwood,250.0
3376,2005,Inner Eastern Melbourne,doncaster,270.0
3376,2005,Inner Eastern Melbourne,templestowe,270.0
3376,2005,Inner Eastern Melbourne,bulleen,270.0
3367,2005,Inner Melbourne,burnley,300.0
3367,2005,Inner Melbourne,richmond,300.0
3366,2005,Inner Melbourne,windsor,275.0
3366,2005,Inner Melbourne,prahran,275.0
3364,2005,Inner Melbourne,west melbourne,280.0
3364,2005,Inner Melbourne,north melbourne,280.0
3363,2005,Inner Melbourne,kensington,255.0
3363,2005,Inner Melbourne,flemington,255.0
3362,2005,Inner Melbourne,clifton hill,300.0
3362,2005,Inner Melbourne,fitzroy north,300.0
3356,2005,Inner Melbourne,abbotsford,275.0
3356,2005,Inner Melbourne,collingwood,275.0
3354,2005,Inner Melbourne,parkville,280.0
3354,2005,Inner Melbourne,carlton,280.0
3351,2005,Inner Melbourne,st kilda west,300.0
3351,2005,Inner Melbourne,middle park,300.0
3351,2005,Inner Melbourne,albert park,300.0
2903,2004,Other Regional Centres,maffra,145.0
2903,2004,Other Regional Centres,sale,145.0
2901,2004,Other Regional Centres,barwon heads,190.0
2901,2004,Other Regional Centres,ocean grove,190.0
2899,2004,Other Regional Centres,newborough,110.0
2899,2004,Other Regional Centres,moe,110.0
2890,2004,Bendigo,kangaroo flat,185.0
2890,2004,Bendigo,golden square,185.0
2889,2004,Bendigo,bendigo,190.0
2889,2004,Bendigo,flora hill,190.0
2887,2004,Ballarat,alfredton,180.0
2887,2004,Ballarat,wendouree,180.0
2886,2004,Ballarat,delacombe,160.0
2886,2004,Ballarat,sebastopol,160.0
2885,2004,Ballarat,buninyong,180.0
2885,2004,Ballarat,mount clear,180.0
2880,2004,Geelong,geelong west,165.0
2880,2004,Geelong,herne hill,165.0
2879,2004,Geelong,newcomb,180.0
2879,2004,Geelong,geelong,180.0
2877,2004,Geelong,grovedale,190.0
2877,2004,Geelong,belmont,190.0
2876,2004,Mornington Peninsula,carrum downs,190.0
2876,2004,Mornington Peninsula,seaford,190.0
2875,2004,Mornington Peninsula,mount martha,230.0
2875,2004,Mornington Peninsula,mornington,230.0
2875,2004,Mornington Peninsula,mount eliza,230.0
2874,2004,Mornington Peninsula,flinders,185.0
2874,2004,Mornington Peninsula,hastings,185.0
2872,2004,Mornington Peninsula,portsea,175.0
2872,2004,Mornington Peninsula,dromana,175.0
2868,2004,South Eastern Melbourne,hampton park,200.0
2868,2004,South Eastern Melbourne,narre warren,200.0
2867,2004,South Eastern Melbourne,endeavour hills,185.0
2867,2004,South Eastern Melbourne,dandenong north,185.0
2862,2004,Outer Eastern Melbourne,scoresby,230.0
2862,2004,Outer Eastern Melbourne,wantirna,230.0
2858,2004,Outer Eastern Melbourne,lilydale,200.0
2858,2004,Outer Eastern Melbourne,croydon,200.0
2853,2004,North Eastern Melbourne,lalor,185.0
2853,2004,North Eastern Melbourne,thomastown,185.0
2849,2004,North Eastern Melbourne,epping,210.0
2849,2004,North Eastern Melbourne,mill park,210.0
2848,2004,North Eastern Melbourne,ivanhoe east,235.0
2848,2004,North Eastern Melbourne,ivanhoe,235.0
2847,2004,North Eastern Melbourne,heidelberg west,220.0
2847,2004,North Eastern Melbourne,heidelberg,220.0
2846,2004,North Eastern Melbourne,alphington,190.0
2846,2004,North Eastern Melbourne,fairfield,190.0
2845,2004,North Eastern Melbourne,montmorency,240.0
2845,2004,North Eastern Melbourne,research,240.0
2845,2004,North Eastern Melbourne,eltham,240.0
2844,2004,North Eastern Melbourne,hurstbridge,225.0
2844,2004,North Eastern Melbourne,greensborough,225.0
2844,2004,North Eastern Melbourne,bundoora,225.0
2841,2004,North Western Melbourne,coburg north,200.0
2841,2004,North Western Melbourne,pascoe vale,200.0
2840,2004,North Western Melbourne,fawkner,185.0
2840,2004,North Western Melbourne,glenroy,185.0
2840,2004,North Western Melbourne,oak park,185.0
2839,2004,North Western Melbourne,ascot vale,235.0
2839,2004,North Western Melbourne,moonee ponds,235.0
2837,2004,North Western Melbourne,tullamarine,200.0
2837,2004,North Western Melbourne,gladstone park,200.0
2833,2004,North Western Melbourne,pascoe vale south,220.0
2833,2004,North Western Melbourne,coburg,220.0
2831,2004,North Western Melbourne,roxburgh park,195.0
2831,2004,North Western Melbourne,broadmeadows,195.0
2830,2004,Outer Western Melbourne,seddon,220.0
2830,2004,Outer Western Melbourne,yarraville,220.0
2827,2004,Outer Western Melbourne,hoppers crossing,185.0
2827,2004,Outer Western Melbourne,werribee,185.0
2824,2004,Outer Western Melbourne,deer park,175.0
2824,2004,Outer Western Melbourne,st albans,175.0
2823,2004,Outer Western Melbourne,spotswood,220.0
2823,2004,Outer Western Melbourne,newport,220.0
2821,2004,Outer Western Melbourne,avondale heights,220.0
2821,2004,Outer Western Melbourne,keilor east,220.0
2818,2004,Southern Melbourne,hughesdale,210.0
2818,2004,Southern Melbourne,murrumbeena,210.0
2817,2004,Southern Melbourne,mordialloc,200.0
2817,2004,Southern Melbourne,parkdale,200.0
2817,2004,Southern Melbourne,mentone,200.0
2814,2004,Southern Melbourne,beaumaris,310.0
2814,2004,Southern Melbourne,hampton,310.0
2806,2004,Southern Melbourne,carrum,210.0
2806,2004,Southern Melbourne,chelsea,210.0
2806,2004,Southern Melbourne,aspendale,210.0
2805,2004,Inner Eastern Melbourne,burwood east,240.0
2805,2004,Inner Eastern Melbourne,forest hill,240.0
2805,2004,Inner Eastern Melbourne,vermont,240.0
2804,2004,Inner Eastern Melbourne,mitcham,220.0
2804,2004,Inner Eastern Melbourne,nunawading,220.0
2800,2004,Inner Eastern Melbourne,mulgrave,250.0
2800,2004,Inner Eastern Melbourne,glen waverley,250.0
2798,2004,Inner Eastern Melbourne,donvale,260.0
2798,2004,Inner Eastern Melbourne,doncaster east,260.0
2796,2004,Inner Eastern Melbourne,oakleigh,230.0
2796,2004,Inner Eastern Melbourne,chadstone,230.0
2795,2004,Inner Eastern Melbourne,mont albert,263.0
2795,2004,Inner Eastern Melbourne,surrey hills,263.0
2795,2004,Inner Eastern Melbourne,canterbury,263.0
2794,2004,Inner Eastern Melbourne,glen iris,255.0
2794,2004,Inner Eastern Melbourne,camberwell,255.0
2793,2004,Inner Eastern Melbourne,ashburton,250.0
2793,2004,Inner Eastern Melbourne,burwood,250.0
2792,2004,Inner Eastern Melbourne,doncaster,260.0
2792,2004,Inner Eastern Melbourne,templestowe,260.0
2792,2004,Inner Eastern Melbourne,bulleen,260.0
2783,2004,Inner Melbourne,burnley,290.0
2783,2004,Inner Melbourne,richmond,290.0
2782,2004,Inner Melbourne,windsor,265.0
2782,2004,Inner Melbourne,prahran,265.0
2780,2004,Inner Melbourne,west melbourne,280.0
2780,2004,Inner Melbourne,north melbourne,280.0
2779,2004,Inner Melbourne,kensington,250.0
2779,2004,Inner Melbourne,flemington,250.0
2778,2004,Inner Melbourne,clifton hill,285.0
2778,2004,Inner Melbourne,fitzroy north,285.0
2772,2004,Inner Melbourne,abbotsford,275.0
2772,2004,Inner Melbourne,collingwood,275.0
2770,2004,Inner Melbourne,parkville,280.0
2770,2004,Inner Melbourne,carlton,280.0
2767,2004,Inner Melbourne,st kilda west,300.0
2767,2004,Inner Melbourne,middle park,300.0
2767,2004,Inner Melbourne,albert park,300.0
2319,2003,Other Regional Centres,maffra,135.0
2319,2003,Other Regional Centres,sale,135.0
2317,2003,Other Regional Centres,barwon heads,180.0
2317,2003,Other Regional Centres,ocean grove,180.0
2315,2003,Other Regional Centres,newborough,100.0
2315,2003,Other Regional Centres,moe,100.0
2306,2003,Bendigo,kangaroo flat,175.0
2306,2003,Bendigo,golden square,175.0
2305,2003,Bendigo,bendigo,180.0
2305,2003,Bendigo,flora hill,180.0
2303,2003,Ballarat,alfredton,175.0
2303,2003,Ballarat,wendouree,175.0
2302,2003,Ballarat,delacombe,150.0
2302,2003,Ballarat,sebastopol,150.0
2301,2003,Ballarat,buninyong,170.0
2301,2003,Ballarat,mount clear,170.0
2296,2003,Geelong,geelong west,160.0
2296,2003,Geelong,herne hill,160.0
2295,2003,Geelong,newcomb,170.0
2295,2003,Geelong,geelong,170.0
2293,2003,Geelong,grovedale,180.0
2293,2003,Geelong,belmont,180.0
2292,2003,Mornington Peninsula,carrum downs,180.0
2292,2003,Mornington Peninsula,seaford,180.0
2291,2003,Mornington Peninsula,mount martha,220.0
2291,2003,Mornington Peninsula,mornington,220.0
2291,2003,Mornington Peninsula,mount eliza,220.0
2290,2003,Mornington Peninsula,flinders,180.0
2290,2003,Mornington Peninsula,hastings,180.0
2288,2003,Mornington Peninsula,portsea,170.0
2288,2003,Mornington Peninsula,dromana,170.0
2284,2003,South Eastern Melbourne,hampton park,190.0
2284,2003,South Eastern Melbourne,narre warren,190.0
2283,2003,South Eastern Melbourne,endeavour hills,180.0
2283,2003,South Eastern Melbourne,dandenong north,180.0
2278,2003,Outer Eastern Melbourne,scoresby,230.0
2278,2003,Outer Eastern Melbourne,wantirna,230.0
2274,2003,Outer Eastern Melbourne,lilydale,195.0
2274,2003,Outer Eastern Melbourne,croydon,195.0
2269,2003,North Eastern Melbourne,lalor,180.0
2269,2003,North Eastern Melbourne,thomastown,180.0
2265,2003,North Eastern Melbourne,epping,210.0
2265,2003,North Eastern Melbourne,mill park,210.0
2264,2003,North Eastern Melbourne,ivanhoe east,220.0
2264,2003,North Eastern Melbourne,ivanhoe,220.0
2263,2003,North Eastern Melbourne,heidelberg west,215.0
2263,2003,North Eastern Melbourne,heidelberg,215.0
2262,2003,North Eastern Melbourne,alphington,200.0
2262,2003,North Eastern Melbourne,fairfield,200.0
2261,2003,North Eastern Melbourne,montmorency,235.0
2261,2003,North Eastern Melbourne,research,235.0
2261,2003,North Eastern Melbourne,eltham,235.0
2260,2003,North Eastern Melbourne,hurstbridge,220.0
2260,2003,North Eastern Melbourne,greensborough,220.0
2260,2003,North Eastern Melbourne,bundoora,220.0
2257,2003,North Western Melbourne,coburg north,200.0
2257,2003,North Western Melbourne,pascoe vale,200.0
2256,2003,North Western Melbourne,fawkner,180.0
2256,2003,North Western Melbourne,glenroy,180.0
2256,2003,North Western Melbourne,oak park,180.0
2255,2003,North Western Melbourne,ascot vale,220.0
2255,2003,North Western Melbourne,moonee ponds,220.0
2253,2003,North Western Melbourne,tullamarine,200.0
2253,2003,North Western Melbourne,gladstone park,200.0
2249,2003,North Western Melbourne,pascoe vale south,210.0
2249,2003,North Western Melbourne,coburg,210.0
2247,2003,North Western Melbourne,roxburgh park,190.0
2247,2003,North Western Melbourne,broadmeadows,190.0
2246,2003,Outer Western Melbourne,seddon,210.0
2246,2003,Outer Western Melbourne,yarraville,210.0
2243,2003,Outer Western Melbourne,hoppers crossing,185.0
2243,2003,Outer Western Melbourne,werribee,185.0
2240,2003,Outer Western Melbourne,deer park,170.0
2240,2003,Outer Western Melbourne,st albans,170.0
2239,2003,Outer Western Melbourne,spotswood,210.0
2239,2003,Outer Western Melbourne,newport,210.0
2237,2003,Outer Western Melbourne,avondale heights,220.0
2237,2003,Outer Western Melbourne,keilor east,220.0
2234,2003,Southern Melbourne,hughesdale,210.0
2234,2003,Southern Melbourne,murrumbeena,210.0
2233,2003,Southern Melbourne,mordialloc,195.0
2233,2003,Southern Melbourne,parkdale,195.0
2233,2003,Southern Melbourne,mentone,195.0
2230,2003,Southern Melbourne,beaumaris,305.0
2230,2003,Southern Melbourne,hampton,305.0
2222,2003,Southern Melbourne,carrum,200.0
2222,2003,Southern Melbourne,chelsea,200.0
2222,2003,Southern Melbourne,aspendale,200.0
2221,2003,Inner Eastern Melbourne,burwood east,230.0
2221,2003,Inner Eastern Melbourne,forest hill,230.0
2221,2003,Inner Eastern Melbourne,vermont,230.0
2220,2003,Inner Eastern Melbourne,mitcham,215.0
2220,2003,Inner Eastern Melbourne,nunawading,215.0
2216,2003,Inner Eastern Melbourne,mulgrave,240.0
2216,2003,Inner Eastern Melbourne,glen waverley,240.0
2214,2003,Inner Eastern Melbourne,donvale,250.0
2214,2003,Inner Eastern Melbourne,doncaster east,250.0
2212,2003,Inner Eastern Melbourne,oakleigh,225.0
2212,2003,Inner Eastern Melbourne,chadstone,225.0
2211,2003,Inner Eastern Melbourne,mont albert,250.0
2211,2003,Inner Eastern Melbourne,surrey hills,250.0
2211,2003,Inner Eastern Melbourne,canterbury,250.0
2210,2003,Inner Eastern Melbourne,glen iris,245.0
2210,2003,Inner Eastern Melbourne,camberwell,245.0
2209,2003,Inner Eastern Melbourne,ashburton,240.0
2209,2003,Inner Eastern Melbourne,burwood,240.0
2208,2003,Inner Eastern Melbourne,doncaster,250.0
2208,2003,Inner Eastern Melbourne,templestowe,250.0
2208,2003,Inner Eastern Melbourne,bulleen,250.0
2199,2003,Inner Melbourne,burnley,285.0
2199,2003,Inner Melbourne,richmond,285.0
2198,2003,Inner Melbourne,windsor,260.0
2198,2003,Inner Melbourne,prahran,260.0
2196,2003,Inner Melbourne,west melbourne,270.0
2196,2003,Inner Melbourne,north melbourne,270.0
2195,2003,Inner Melbourne,kensington,250.0
2195,2003,Inner Melbourne,flemington,250.0
2194,2003,Inner Melbourne,clifton hill,280.0
2194,2003,Inner Melbourne,fitzroy north,280.0
2188,2003,Inner Melbourne,abbotsford,265.0
2188,2003,Inner Melbourne,collingwood,265.0
2186,2003,Inner Melbourne,parkville,285.0
2186,2003,Inner Melbourne,carlton,285.0
2183,2003,Inner Melbourne,st kilda west,295.0
2183,2003,Inner Melbourne,middle park,295.0
2183,2003,Inner Melbourne,albert park,295.0
1735,2002,Other Regional Centres,maffra,130.0
1735,2002,Other Regional Centres,sale,130.0
1733,2002,Other Regional Centres,barwon heads,175.0
1733,2002,Other Regional Centres,ocean grove,175.0
1731,2002,Other Regional Centres,newborough,95.0
1731,2002,Other Regional Centres,moe,95.0
1722,2002,Bendigo,kangaroo flat,160.0
1722,2002,Bendigo,golden square,160.0
1721,2002,Bendigo,bendigo,160.0
1721,2002,Bendigo,flora hill,160.0
1719,2002,Ballarat,alfredton,160.0
1719,2002,Ballarat,wendouree,160.0
1718,2002,Ballarat,delacombe,150.0
1718,2002,Ballarat,sebastopol,150.0
1717,2002,Ballarat,buninyong,160.0
1717,2002,Ballarat,mount clear,160.0
1712,2002,Geelong,geelong west,145.0
1712,2002,Geelong,herne hill,145.0
1711,2002,Geelong,newcomb,160.0
1711,2002,Geelong,geelong,160.0
1709,2002,Geelong,grovedale,170.0
1709,2002,Geelong,belmont,170.0
1708,2002,Mornington Peninsula,carrum downs,175.0
1708,2002,Mornington Peninsula,seaford,175.0
1707,2002,Mornington Peninsula,mount martha,210.0
1707,2002,Mornington Peninsula,mornington,210.0
1707,2002,Mornington Peninsula,mount eliza,210.0
1706,2002,Mornington Peninsula,flinders,170.0
1706,2002,Mornington Peninsula,hastings,170.0
1704,2002,Mornington Peninsula,portsea,165.0
1704,2002,Mornington Peninsula,dromana,165.0
1700,2002,South Eastern Melbourne,hampton park,185.0
1700,2002,South Eastern Melbourne,narre warren,185.0
1699,2002,South Eastern Melbourne,endeavour hills,175.0
1699,2002,South Eastern Melbourne,dandenong north,175.0
1694,2002,Outer Eastern Melbourne,scoresby,220.0
1694,2002,Outer Eastern Melbourne,wantirna,220.0
1690,2002,Outer Eastern Melbourne,lilydale,190.0
1690,2002,Outer Eastern Melbourne,croydon,190.0
1685,2002,North Eastern Melbourne,lalor,175.0
1685,2002,North Eastern Melbourne,thomastown,175.0
1681,2002,North Eastern Melbourne,epping,200.0
1681,2002,North Eastern Melbourne,mill park,200.0
1680,2002,North Eastern Melbourne,ivanhoe east,220.0
1680,2002,North Eastern Melbourne,ivanhoe,220.0
1679,2002,North Eastern Melbourne,heidelberg west,210.0
1679,2002,North Eastern Melbourne,heidelberg,210.0
1678,2002,North Eastern Melbourne,alphington,185.0
1678,2002,North Eastern Melbourne,fairfield,185.0
1677,2002,North Eastern Melbourne,montmorency,230.0
1677,2002,North Eastern Melbourne,research,230.0
1677,2002,North Eastern Melbourne,eltham,230.0
1676,2002,North Eastern Melbourne,hurstbridge,210.0
1676,2002,North Eastern Melbourne,greensborough,210.0
1676,2002,North Eastern Melbourne,bundoora,210.0
1673,2002,North Western Melbourne,coburg north,190.0
1673,2002,North Western Melbourne,pascoe vale,190.0
1672,2002,North Western Melbourne,fawkner,180.0
1672,2002,North Western Melbourne,glenroy,180.0
1672,2002,North Western Melbourne,oak park,180.0
1671,2002,North Western Melbourne,ascot vale,220.0
1671,2002,North Western Melbourne,moonee ponds,220.0
1669,2002,North Western Melbourne,tullamarine,190.0
1669,2002,North Western Melbourne,gladstone park,190.0
