,coordinates,cost_text,name,rooms
10314,"[-37.75360800000001, 145.068521]",385.0,4/140 Cape Street Heidelberg VIC 3084,"['2 Beds', '1 Bath', '1 Parking']"
10315,"[-37.7546441, 145.0601479]",343.0,504/8 Martin Street Heidelberg VIC 3084,"['2 Beds', '1 Bath', '1 Parking']"
10316,"[-37.7332103, 145.0606001]",600.0,192 Waiora Road Rosanna VIC 3084,"['4 Beds', '2 Baths', '2 Parking']"
10317,"[-37.7388985, 145.0713689]",450.0,219 Lower Plenty Road Rosanna VIC 3084,"['3 Beds', '1 Bath', '2 Parking']"
10318,"[-37.740020799999996, 145.0812442]",410.0,19/86 Graham Road Viewbank VIC 3084,"['2 Beds', '1 Bath', '1 Parking']"
10319,"[-37.7397007, 145.0799633]",530.0,9 Pilgrim Court Rosanna VIC 3084,"['2 Beds', '1 Bath', '2 Parking']"
10320,"[-37.7459457, 145.072532]",700.0,27 Kathleen Street Rosanna VIC 3084,"['4 Beds', '2 Baths', '2 Parking']"
10321,"[-37.7378961, 145.0857149]",570.0,12 Meyrick Crescent Viewbank VIC 3084,"['4 Beds', '1 Bath', '1 Parking']"
10322,"[-37.742368, 145.0788216]",560.0,60 Banyule Road Rosanna VIC 3084,"['3 Beds', '2 Baths', '1 Parking']"
10323,"[-37.7452255, 145.0610305]",390.0,2/38 Lower Plenty Road Rosanna VIC 3084,"['2 Beds', '1 Bath', '1 Parking']"
10324,"[-37.7421571, 145.0732212]",380.0,1/196 Rosanna Road Rosanna VIC 3084,"['3 Beds', '1 Bath', '1 Parking']"
10325,"[-37.75023669999999, 145.0624092]",550.0,18 Rill Street Heidelberg VIC 3084,"['3 Beds', '1 Bath', '2 Parking']"
10326,"[-37.7406073, 145.0869213]",595.0,34 Warren Road Viewbank VIC 3084,"['3 Beds', '2 Baths', '2 Parking']"
10327,"[-37.7630649, 145.069215]",670.0,35 Glenard Drive Eaglemont VIC 3084,"['3 Beds', '1 Bath', '2 Parking']"
10328,"[-37.7430635, 145.0721498]",475.0,185 Rosanna Road Rosanna VIC 3084,"['4 Beds', '1 Bath', '2 Parking']"
10329,"[-37.7585188, 145.0614298]",435.0,3/66 Banksia Street Heidelberg VIC 3084,"['2 Beds', '1 Bath', '1 Parking']"
10330,"[-37.7517586, 145.0676208]",650.0,163 Cape Street Heidelberg VIC 3084,"['5 Beds', '1 Bath', '2 Parking']"
10331,"[-37.75584050000001, 145.0650367]",460.0,2.04/156 Burgundy Street Heidelberg VIC 3084,"['2 Beds', '2 Baths', '1 Parking']"
10332,"[-37.7530853, 145.0614831]",400.0,76 Darebin Street Heidelberg VIC 3084,"['2 Beds', '1 Bath', '1 Parking']"
10333,"[-37.7610516, 145.0664608]",335.0,2/18 Cape Street Eaglemont VIC 3084,"['1 Bed', '1 Bath', '1 Parking']"
10334,"[-37.7399007, 145.0474225]",440.0,6/6 Ceram Court Heidelberg VIC 3084,"['3 Beds', '2 Baths', '2 Parking']"
10335,"[-37.752974, 145.06751]",425.0,2/145 Cape Street Heidelberg VIC 3084,"['2 Beds', '1 Bath', '1 Parking']"
10336,"[-37.7544508, 145.0697724]",400.0,205/31 Rosanna Road Heidelberg VIC 3084,"['2 Beds', '2 Baths', '1 Parking']"
10337,"[-37.7342225, 145.0780892]",499.0,2/17 Greensborough Road Rosanna VIC 3084,"['2 Beds', '2 Baths', '1 Parking']"
10338,"[-37.7566375, 145.0649075]",470.0,401/82 Hawdon street Heidelberg VIC 3084,"['2 Beds', '1 Bath', '1 Parking']"
10339,"[-37.7538941, 145.0637617]",420.0,3/87-89 Darebin Street Heidelberg VIC 3084,"['3 Beds', '1 Bath', '1 Parking']"
10340,"[-37.74686, 145.0723166]",540.0,15 Kathleen Street Rosanna VIC 3084,"['3 Beds', '2 Baths']"
10341,"[-37.7453518, 145.0595164]",450.0,6/23 Lower Plenty Road Rosanna VIC 3084,"['3 Beds', '1 Bath', '2 Parking']"
10342,"[-37.7391796, 145.0723327]",555.0,11/218 Lower Plenty Road Rosanna VIC 3084,"['3 Beds', '2 Baths', '1 Parking']"
10343,"[-37.7384489, 145.078477]",585.0,1/8 Maleela Grove Rosanna VIC 3084,"['3 Beds', '2 Baths', '1 Parking']"
10344,"[-37.7542165, 145.0601264]",700.0,14 Martin Street Heidelberg VIC 3084,"['4 Beds', '3 Baths', '3 Parking']"
10345,"[-37.8412841, 144.9393759]",750.0,701/57 Bay Street Port Melbourne VIC 3207,"['2 Beds', '1 Bath', '2 Parking']"
10346,"[-37.8435835, 144.9440283]",525.0,112/1 Danks Street Port Melbourne VIC 3207,"['2 Beds', '1 Bath', '1 Parking']"
10347,"[-37.8424957, 144.9375251]",940.0,402/49 Beach Street Port Melbourne VIC 3207,"['2 Beds', '2 Baths', '2 Parking']"
10348,"[-37.8438182, 144.9402348]",650.0,6d/9 Beach Street Port Melbourne VIC 3207,"['2 Beds', '2 Baths', '1 Parking']"
10349,"[-37.838492, 144.9438262]",1450.0,207 Esplanade West Port Melbourne VIC 3207,"['4 Beds', '3 Baths', '2 Parking']"
10350,"[-37.8417793, 144.9449661]",625.0,17/3 Seisman Place Port Melbourne VIC 3207,"['2 Beds', '1 Bath', '1 Parking']"
10351,"[-37.8421522, 144.944469]",530.0,30/8 Graham Street Port Melbourne VIC 3207,"['2 Beds', '1 Bath', '1 Parking']"
10352,"[-37.834759, 144.935468]",800.0,118 Clark Street Port Melbourne VIC 3207,"['3 Beds', '1 Bath']"
10353,"[-37.8362888, 144.944907]",725.0,107 Lyons Street Port Melbourne VIC 3207,"['1 Bed', '1 Bath', '1 Parking']"
10354,"[-37.833301, 144.947893]",680.0,31 Garton Street Port Melbourne VIC 3207,"['2 Beds', '1 Bath']"
10355,"[-37.8384283, 144.9280851]",1000.0,73 The Crescent Port Melbourne VIC 3207,"['3 Beds', '2 Baths', '2 Parking']"
10356,"[-37.8370621, 144.934149]",650.0,16 Byrne Street Port Melbourne VIC 3207,"['3 Beds', '1 Bath', '1 Parking']"
10357,"[-37.8439063, 144.9444906]",535.0,505/25 Pickles Street Port Melbourne VIC 3207,"['2 Beds', '1 Bath', '1 Parking']"
10358,"[-37.835965, 144.9224517]",645.0,329 Howe Parade Port Melbourne VIC 3207,"['3 Beds', '1 Bath', '2 Parking']"
10359,"[-37.839572, 144.939072]",850.0,17/201 Graham Street Port Melbourne VIC 3207,"['3 Beds', '1 Bath', '1 Parking']"
10360,"[-37.8321481, 144.9430141]",950.0,311 Ross Street Port Melbourne VIC 3207,"['3 Beds', '2 Baths', '2 Parking']"
10361,"[-37.8348235, 144.9353962]",890.0,114 Clark Street Port Melbourne VIC 3207,"['4 Beds', '1 Bath', '1 Parking']"
10362,"[-37.8418915, 144.9374976]",395.0,505/25 Nott Street Port Melbourne VIC 3207,"['1 Bed', '1 Bath']"
10363,"[-37.84216869999999, 144.9424699]",950.0,76 Esplanade West Port Melbourne VIC 3207,"['2 Beds', '2 Baths', '2 Parking']"
10364,"[-37.8404539, 144.9383853]",500.0,415/99 Nott Street Port Melbourne VIC 3207,"['2 Beds', '1 Bath', '2 Parking']"
10365,"[-37.8438182, 144.9402348]",750.0,7A/9 Beach Street Port Melbourne VIC 3207,"['2 Beds', '1 Bath', '1 Parking']"
10366,"[-37.8383169, 144.9437402]",380.0,4/211 Esplanade West Port Melbourne VIC 3207,"['1 Bed', '1 Bath']"
10367,"[-37.840685, 144.935477]",800.0,4/42 Princes Street Port Melbourne VIC 3207,"['2 Beds', '1 Bath', '1 Parking']"
10368,"[-37.8407178, 144.931117]",820.0,207/107 Beach Street Port Melbourne VIC 3207,"['2 Beds', '2 Baths', '1 Parking']"
10369,"[-37.839572, 144.939072]",695.0,11/201 Graham Street Port Melbourne VIC 3207,"['2 Beds', '1 Bath', '1 Parking']"
10370,"[-37.8435835, 144.9440283]",495.0,108/1 Danks Street Port Melbourne VIC 3207,"['2 Beds', '1 Bath', '1 Parking']"
10371,"[-37.840077, 144.941296]",1650.0,18/156 Bay Street Port Melbourne VIC 3207,"['3 Beds', '2 Baths', '3 Parking']"
10372,"[-37.8285944, 144.9423708]",770.0,13 Bruford Road Port Melbourne VIC 3207,"['3 Beds', '3 Baths', '1 Parking']"
10373,"[-37.8418311, 144.9365359]",1200.0,405/65 Beach Street Port Melbourne VIC 3207,"['3 Beds', '2 Baths', '2 Parking']"
10374,"[-37.8430014, 144.9404068]",450.0,105/52 Dow Street Port Melbourne VIC 3207,"['1 Bed', '1 Bath', '1 Parking']"
10375,"[-37.834631, 144.9202969]",600.0,410A/3 Tarver Street Port Melbourne VIC 3207,"['2 Beds', '1 Bath', '1 Parking']"
10376,"[-37.8419651, 144.9412678]",750.0,402/88 Dow Street Port Melbourne VIC 3207,"['3 Beds', '2 Baths', '2 Parking']"
10377,"[-37.837822, 144.947196]",800.0,8/97-101 Cruikshank Street Port Melbourne VIC 3207,"['2 Beds', '2 Baths', '2 Parking']"
10378,"[-37.8406272, 144.9407724]",1600.0,301/130 Bay Street Port Melbourne VIC 3207,"['3 Beds', '3 Baths', '2 Parking']"
10379,"[-37.838591, 144.946349]",480.0,25 Bridge Street Port Melbourne VIC 3207,"['2 Beds', '1 Bath']"
10380,"[-37.836722, 144.918994]",590.0,51 Dunstan Parade Port Melbourne VIC 3207,"['3 Beds', '1 Bath']"
10381,"[-37.843378, 144.94345]",675.0,7/55 Johnston Street Port Melbourne VIC 3207,"['2 Beds', '1 Bath', '1 Parking']"
10382,"[-37.8356422, 144.9351489]",730.0,388 Graham Street Port Melbourne VIC 3207,"['3 Beds', '1 Bath']"
10383,"[-37.83863059999999, 144.9464608]",520.0,21 Bridge Street Port Melbourne VIC 3207,"['2 Beds', '1 Bath']"
10384,"[-37.834292, 144.945809]",615.0,82 Raglan Street Port Melbourne VIC 3207,"['3 Beds', '1 Bath']"
10385,"[-37.83381, 144.9326882]",430.0,206/455 Graham Street Port Melbourne VIC 3207,"['1 Bed', '1 Bath', '1 Parking']"
10386,"[-37.8286674, 144.9422769]",810.0,17 Bruford Road Port Melbourne VIC 3207,"['3 Beds', '3 Baths', '1 Parking']"
10387,"[-37.8294594, 144.9440977]",830.0,79 Boundary Street Port Melbourne VIC 3207,"['3 Beds', '3 Baths', '2 Parking']"
10388,"[-37.8427566, 144.944622]",430.0,51/1 Graham Street Port Melbourne VIC 3207,"['1 Bed', '1 Bath', '1 Parking']"
10389,"[-37.834631, 144.9202969]",620.0,808/3 Tarver St Port Melbourne VIC 3207,"['2 Beds', '2 Baths', '1 Parking']"
10390,"[-37.8412841, 144.9393759]",500.0,A303/57 Bay Street Port Melbourne VIC 3207,"['1 Bed', '1 Bath', '1 Parking']"
10391,"[-37.8408451, 144.9387435]",550.0,D508/52 Nott Street Port Melbourne VIC 3207,"['2 Beds', '1 Bath', '1 Parking']"
10392,"[-37.8426555, 144.9411595]",850.0,55 Esplanade West Port Melbourne VIC 3207,"['2 Beds', '2 Baths']"
10393,"[-37.8406398, 144.9400238]",625.0,411/101 Bay Street Port Melbourne VIC 3207,"['2 Beds', '2 Baths', '1 Parking']"
10394,"[-37.8411534, 144.9461341]",550.0,6/85 Pickles Street Port Melbourne VIC 3207,"['2 Beds', '1 Bath', '1 Parking']"
10395,"[-37.8286796, 144.9426648]",800.0,6 Tomkins Road Port Melbourne VIC 3207,"['3 Beds', '3 Baths', '2 Parking']"
10396,"[-37.8392521, 144.9458478]",550.0,41 Cruikshank Street Port Melbourne VIC 3207,"['3 Beds', '1 Bath']"
10397,"[-37.8347208, 144.919907]",575.0,716/3 Tarver St Port Melbourne VIC 3207,"['2 Beds', '1 Bath', '1 Parking']"
10398,"[-37.8438182, 144.9402348]",525.0,19/9 Beach Street Port Melbourne VIC 3207,"['2 Beds', '1 Bath', '1 Parking']"
10399,"[-37.82859699999999, 144.9430904]",500.0,1/19 Boundary Street Port Melbourne VIC 3207,"['2 Beds', '1 Bath', '2 Parking']"
10400,"[-37.831896, 144.94288]",750.0,401/538 Williamstown Road Port Melbourne VIC 3207,"['2 Beds', '2 Baths', '1 Parking']"
10401,"[-37.8298903, 144.9431213]",920.0,23 Sunlight Road Port Melbourne VIC 3207,"['3 Beds', '5 Baths', '2 Parking']"
10402,"[-37.829375, 144.9439995]",850.0,85 Boundary Street Port Melbourne VIC 3207,"['3 Beds', '3 Baths', '2 Parking']"
10403,"[-37.836196, 144.935666]",685.0,1/368 Graham Street Port Melbourne VIC 3207,"['2 Beds', '1 Bath', '2 Parking']"
10404,"[-37.8408338, 144.9390735]",520.0,105/54 Nott Street Port Melbourne VIC 3207,"['2 Beds', '1 Bath', '1 Parking']"
10405,"[-37.8412318, 144.9383547]",480.0,C609/166 Rouse Street Port Melbourne VIC 3207,"['1 Bed', '1 Bath', '1 Parking']"
10406,"[-37.5982024, 144.223529]",350.0,2/27 Roch Court Ballan VIC 3342,"['2 Beds', '1 Bath', '1 Parking']"
10407,"[-37.6034522, 144.2341285]",420.0,28 Atkinson Street Ballan VIC 3342,"['3 Beds', '2 Baths', '6 Parking']"
10408,"[-37.5992464, 144.2258141]",395.0,32 Fisken Street Ballan VIC 3342,"['2 Beds', '2 Baths', '3 Parking']"
10409,"[-38.045501, 145.119689]",460.0,6 Stayner Street Chelsea VIC 3196,"['2 Beds', '1 Bath', '1 Parking']"
10410,"[-38.050319, 145.1200605]",630.0,11 Drinan Road Chelsea VIC 3196,"['4 Beds', '2 Baths', '1 Parking']"
10411,"[-38.0367215, 145.1119261]",500.0,24 Field Avenue Edithvale VIC 3196,"['2 Beds', '2 Baths', '5 Parking']"
10412,"[-38.053546, 145.125261]",460.0,1/59 Argyle Avenue Chelsea VIC 3196,"['3 Beds', '1 Bath', '2 Parking']"
10413,"[-38.0616537, 145.1249312]",650.0,4/53 Bondi Road Bonbeach VIC 3196,"['3 Beds', '2 Baths', '2 Parking']"
10414,"[-38.0639396, 145.1230777]",580.0,24 Cannes Avenue Bonbeach VIC 3196,"['4 Beds', '1 Bath', '4 Parking']"
10415,"[-38.0482546, 145.1121301]",660.0,1/12 Berwen Street Chelsea VIC 3196,"['3 Beds', '1 Bath', '1 Parking']"
10416,"[-38.0594548, 145.1266123]",600.0,6 Troy Street Bonbeach VIC 3196,"['4 Beds', '2 Baths']"
10417,"[-38.062228, 145.123017]",430.0,2/29 Bondi Road Bonbeach VIC 3196,"['2 Beds', '1 Bath', '1 Parking']"
10418,"[-38.0524006, 145.1246646]",350.0,4/59 Woodbine Grove Chelsea VIC 3196,"['2 Beds', '1 Bath', '1 Parking']"
10419,"[-38.045591, 145.120858]",420.0,9 Chelbara Court Chelsea VIC 3196,"['2 Beds', '1 Bath', '1 Parking']"
10420,"[-38.0474986, 145.1159228]",470.0,1A Donald Grove Chelsea VIC 3196,"['3 Beds', '1 Bath', '2 Parking']"
10421,"[-38.0447009, 145.1141126]",370.0,10 Elsie Grove Chelsea VIC 3196,"['2 Beds', '1 Bath', '2 Parking']"
10422,"[-38.0601022, 145.1245433]",360.0,4/43 York Street Bonbeach VIC 3196,"['2 Beds', '1 Bath', '1 Parking']"
10423,"[-38.0471108, 145.1114405]",700.0,15a Foy Avenue Chelsea VIC 3196,"['2 Beds', '1 Bath']"
10424,"[-38.0588984, 145.1193709]",650.0,4/381 Station Street Bonbeach VIC 3196,"['3 Beds', '2 Baths', '2 Parking']"
10425,"[-38.0419327, 145.1132506]",720.0,1/13 Northcliffe Road Edithvale VIC 3196,"['3 Beds', '2 Baths', '2 Parking']"
10426,"[-38.061274, 145.118888]",440.0,8/2a Newberry Avenue Bonbeach VIC 3196,"['2 Beds', '2 Baths', '1 Parking']"
10427,"[-38.0496037, 145.116009]",540.0,3/1 Swan Walk Chelsea VIC 3196,"['3 Beds', '2 Baths', '1 Parking']"
10428,"[-38.0597032, 145.1286383]",430.0,26 Crown Road Bonbeach VIC 3196,"['2 Beds', '1 Bath', '2 Parking']"
10429,"[-38.0383724, 145.118983]",600.0,3 Bridges Avenue Edithvale VIC 3196,"['4 Beds', '2 Baths', '2 Parking']"
10430,"[-38.0375895, 145.1088116]",415.0,11/216 Station Street Edithvale VIC 3196,"['2 Beds', '1 Bath', '1 Parking']"
10431,"[-38.0608497, 145.1182502]",365.0,6 Wellwood Road Bonbeach VIC 3196,"['2 Beds', '1 Bath', '2 Parking']"
10432,"[-38.063595, 145.1178623]",710.0,4/15 Harding Avenue Bonbeach VIC 3196,"['3 Beds', '2 Baths', '2 Parking']"
10433,"[-38.056897, 145.1228191]",435.0,1/27 Golden Avenue Chelsea VIC 3196,"['3 Beds', '1 Bath', '2 Parking']"
10434,"[-38.034885, 145.107053]",430.0,109/195 Station Street Edithvale VIC 3196,"['2 Beds', '1 Bath', '1 Parking']"
10435,"[-38.055745, 145.1149051]",510.0,2/26 Swansea Road Chelsea VIC 3196,"['2 Beds', '1 Bath', '1 Parking']"
10436,"[-38.0571739, 145.123207]",425.0,2/38 Golden Avenue Bonbeach VIC 3196,"['2 Beds', '1 Bath', '1 Parking']"
10437,"[-38.052762, 145.1168496]",395.0,7/334-339 Station Street Chelsea VIC 3196,"['2 Beds', '1 Bath', '1 Parking']"
10438,"[-38.0333198, 145.1174529]",580.0,3/111 Kinross Avenue Edithvale VIC 3196,"['3 Beds', '2 Baths', '1 Parking']"
10440,"[-37.8982076, 145.2275391]",410.0,10 Avril Street Scoresby VIC 3179,"['3 Beds', '1 Bath', '2 Parking']"
10441,"[-37.8931174, 145.2230509]",510.0,7 Raphael Court Scoresby VIC 3179,"['4 Beds', '3 Baths', '3 Parking']"
10442,"[-37.892317, 145.2390195]",465.0,69 Grayson Drive Scoresby VIC 3179,"['3 Beds', '1 Bath', '2 Parking']"
10443,"[-37.8960935, 145.237703]",480.0,14 McCrae Close Scoresby VIC 3179,"['4 Beds', '2 Baths', '1 Parking']"
10444,"[-37.89090340000001, 145.2338402]",500.0,4 Evans Street Scoresby VIC 3179,"['3 Beds', '2 Baths', '3 Parking']"
10445,"[-38.3437914, 143.601641]",440.0,15 Kettle Street Colac VIC 3250,"['3 Beds', '1 Bath', '2 Parking']"
10447,"[-38.3314279, 143.5731816]",390.0,20 Sinclair Street Colac VIC 3250,"['3 Beds', '1 Bath', '1 Parking']"
10448,"[-38.3677027, 143.5823684]",695.0,Elliminyt VIC 3250,"['3 Beds', '2 Baths', '3 Parking']"
10450,"[-38.3371761, 143.5959631]",460.0,9 Polwarth St Colac VIC 3250,"['4 Beds', '1 Bath', '1 Parking']"
10452,"[-38.3506807, 143.5809091]",380.0,3/59 Campbell Street Colac VIC 3250,"['3 Beds', '1 Bath', '1 Parking']"
10453,"[-38.3627155, 143.5830142]",350.0,3/191 Main Street Elliminyt VIC 3250,"['2 Beds', '1 Bath', '1 Parking']"
10454,"[-37.5998075, 141.6975298]",275.0,28 McLeod Street Coleraine VIC 3315,"['3 Beds', '1 Bath']"
10455,"[-37.5987575, 141.6939533]",300.0,59A WHYTE STREET Coleraine VIC 3315,"['2 Beds', '1 Bath', '2 Parking']"
10456,"[-37.79429020000001, 145.0616907]",1580.0,4/829 High Street Kew East VIC 3102,"['4 Beds', '4 Baths', '3 Parking']"
10457,"[-37.7914365, 145.0620215]",840.0,2/17 Munro St Kew East VIC 3102,"['3 Beds', '2 Baths', '2 Parking']"
10458,"[-37.7916, 145.062064]",620.0,1/15 Munro St Kew East VIC 3102,"['2 Beds', '2 Baths', '1 Parking']"
10459,"[-37.7893604, 145.0630122]",540.0,46 Munro Street Kew East VIC 3102,"['3 Beds', '2 Baths', '1 Parking']"
10460,"[-37.7973942, 145.0627322]",460.0,101/1377 Burke Road Kew East VIC 3102,"['2 Beds', '2 Baths', '1 Parking']"
10461,"[-37.7945171, 145.0574876]",1050.0,21 Irymple Avenue Kew East VIC 3102,"['4 Beds', '2 Baths', '2 Parking']"
10462,"[-37.7919052, 145.0537205]",440.0,1/111 Kilby Rd Kew East VIC 3102,"['2 Beds', '1 Bath', '1 Parking']"
10463,"[-37.8002067, 145.0546349]",440.0,2/64 Harp Road Kew East VIC 3102,"['2 Beds', '1 Bath', '2 Parking']"
10464,"[-37.7996312, 145.0569822]",690.0,2A Woodlands Avenue Kew East VIC 3102,"['3 Beds', '2 Baths', '2 Parking']"
10465,"[-37.7909476, 145.0613324]",625.0,24 Frater Street Kew East VIC 3102,"['3 Beds', '1 Bath']"
10466,"[-37.7914365, 145.0620215]",840.0,2/17 Munro St Kew East VIC 3102,"['3 Beds', '2 Baths', '2 Parking']"
10467,"[-37.797595, 145.0628399]",450.0,G02/1375 Burke Road Kew East VIC 3102,"['2 Beds', '1 Bath', '1 Parking']"
10468,"[-37.7961382, 145.0549147]",495.0,9a Clyde Street Kew East VIC 3102,"['3 Beds', '1 Bath', '1 Parking']"
10469,"[-37.7960123, 145.0547422]",350.0,5/11 Clyde Street Kew East VIC 3102,"['2 Beds', '1 Bath', '1 Parking']"
10470,"[-37.7954296, 145.0511684]",550.0,4/55 Strathalbyn Street Kew East VIC 3102,"['2 Beds', '1 Bath', '1 Parking']"
10471,"[-37.7999882, 145.0537735]",420.0,102/56 Harp Road Kew East VIC 3102,"['2 Beds', '2 Baths', '1 Parking']"
10472,"[-37.7923786, 145.0570729]",850.0,147 Kilby Road Kew East VIC 3102,"['6 Beds', '3 Baths', '2 Parking']"
10473,"[-37.7950242, 145.0591764]",500.0,8 Namur Street Kew East VIC 3102,"['2 Beds', '1 Bath']"
10474,"[-37.7963771, 145.0423774]",640.0,49 Sutherland Avenue Avenue Kew East VIC 3102,"['3 Beds', '1 Bath', '2 Parking']"
10475,"[-37.7925748, 145.0597172]",400.0,1/173 Kilby Rd Kew East VIC 3102,"['2 Beds', '1 Bath', '1 Parking']"
10476,"[-37.7999161, 145.0570683]",625.0,1/87 Harp Road Kew East VIC 3102,"['3 Beds', '2 Baths', '2 Parking']"
10477,"[-37.7960467, 145.0535517]",360.0,2/19 Hartwood Street Kew East VIC 3102,"['2 Beds', '1 Bath', '1 Parking']"
10480,"[-38.334205, 144.725559]",2500.0,3 Stonecutters Road Portsea VIC 3944,"['4 Beds', '2 Baths', '4 Parking']"
10481,"[-38.320593099999996, 144.7144976]",903.8461538461538,3745 Point Nepean Road Portsea VIC 3944,"['3 Beds', '1 Bath', '2 Parking']"
10482,"[-37.687469899999996, 144.9150988]",455.0,2 Lichfield Avenue Jacana VIC 3047,"['3 Beds', '2 Baths', '2 Parking']"
10483,"[-37.6706736, 144.9230491]",330.0,9/20 Lilliput Street Broadmeadows VIC 3047,"['2 Beds', '1 Bath', '2 Parking']"
10484,"[-37.687469899999996, 144.9150988]",455.0,2 Lichfield Avenue Jacana VIC 3047,"['3 Beds', '2 Baths', '2 Parking']"
10485,"[-37.6832339, 144.9277281]",330.0,ID:21076933/60 Kitchener Street Broadmeadows VIC 3047,"['2 Beds', '1 Bath', '1 Parking']"
10486,"[-37.6825809, 144.9104981]",360.0,3 Lorraine Crescent Jacana VIC 3047,"['3 Beds', '1 Bath', '3 Parking']"
10487,"[-37.6728687, 144.9435681]",450.0,72 Geach Street Dallas VIC 3047,"['4 Beds', '2 Baths', '5 Parking']"
10488,"[-37.6705345, 144.946278]",285.0,5/19 Riches Street Dallas VIC 3047,"['2 Beds', '1 Bath', '1 Parking']"
10489,"[-37.6885432, 144.9220217]",380.0,2/45 Jacana Avenue Broadmeadows VIC 3047,"['2 Beds', '1 Bath', '1 Parking']"
10490,"[-37.6880038, 144.9238621]",420.0,1/81-83 Lahinch Street Broadmeadows VIC 3047,"['3 Beds', '2 Baths', '1 Parking']"
10491,"[-37.6860747, 144.9318675]",310.0,2/33 Stanhope Street Broadmeadows VIC 3047,"['2 Beds', '1 Bath', '1 Parking']"
10492,"[-37.6778667, 144.9085634]",365.0,54 Ripplebrook Drive Broadmeadows VIC 3047,"['3 Beds', '1 Bath', '3 Parking']"
10493,"[-37.6843733, 144.9340629]",335.0,29 Kitchener Street Broadmeadows VIC 3047,"['3 Beds', '1 Bath']"
10494,"[-37.6913091, 144.9248383]",500.0,2 Meredith Street Broadmeadows VIC 3047,"['4 Beds', '2 Baths', '1 Parking']"
10495,"[-37.6694108, 144.927354]",380.0,36 Corinella Crescent Dallas VIC 3047,"['3 Beds', '1 Bath', '2 Parking']"
10496,"[-37.6828633, 144.9241288]",380.0,1/25 Kitchener Street Broadmeadows VIC 3047,"['2 Beds', '1 Bath', '1 Parking']"
10497,"[-37.6925563, 144.9188827]",184.0,3/8 Dunn Street Broadmeadows VIC 3047,"['1 Bed', '1 Bath', '1 Parking']"
10498,"[-37.6671821, 144.9397401]",350.0,188 Dallas Drive Dallas VIC 3047,"['3 Beds', '1 Bath', '2 Parking']"
10499,"[-37.6677233, 144.939396]",370.0,1/80 Dallas Drive Dallas VIC 3047,"['2 Beds', '2 Baths', '1 Parking']"
10500,"[-37.6893194, 144.9107561]",320.0,9 Bliburg Street Jacana VIC 3047,"['3 Beds', '1 Bath', '2 Parking']"
10501,"[-37.6933009, 144.9240858]",330.0,14 Colin Court Broadmeadows VIC 3047,"['3 Beds', '1 Bath', '1 Parking']"
10502,"[-37.6730098, 144.9460844]",310.0,2/48 Geach Street Dallas VIC 3047,"['2 Beds', '1 Bath', '1 Parking']"
10503,"[-37.6861153, 144.9253283]",345.0,2/375 Camp Road Broadmeadows VIC 3047,"['2 Beds', '1 Bath', '1 Parking']"
10504,"[-37.68571860000001, 144.9332888]",360.0,2/24 Stanhope Street Broadmeadows VIC 3047,"['2 Beds', '1 Bath', '1 Parking']"
10505,"[-37.6708749, 144.9362855]",390.0,129 Dallas Drive Dallas VIC 3047,"['3 Beds', '1 Bath', '1 Parking']"
10506,"[-37.6731352, 144.9181947]",360.0,143 Riggall Street Broadmeadows VIC 3047,"['3 Beds', '1 Bath', '2 Parking']"
10507,"[-37.6705458, 144.93931]",375.0,25 Berger Street Dallas VIC 3047,"['3 Beds', '1 Bath', '1 Parking']"
10508,"[-37.690325, 144.9292032]",380.0,4/3 Alexander Court Broadmeadows VIC 3047,"['3 Beds', '1 Bath', '1 Parking']"
10509,"[-37.681017, 144.9259564]",370.0,3/19 Gosford Crescent Broadmeadows VIC 3047,"['2 Beds', '1 Bath', '2 Parking']"
10510,"[-37.685127, 144.916298]",360.0,1/1051 Pascoe Vale Rd Broadmeadows VIC 3047,"['2 Beds', '1 Bath', '1 Parking']"
10511,"[-37.6916732, 144.9265062]",360.0,2/82 Graham Street Broadmeadows VIC 3047,"['2 Beds', '1 Bath', '1 Parking']"
10512,"[-37.690898, 144.9111001]",370.0,42 Sunset Boulevard Jacana VIC 3047,"['3 Beds', '1 Bath']"
10513,"[-37.6853161, 144.934579]",420.0,11 Cuthbert Street Broadmeadows VIC 3047,"['3 Beds', '1 Bath']"
10514,"[-37.6910423, 144.9248598]",370.0,8/6-8 Meredith Street Broadmeadows VIC 3047,"['2 Beds', '1 Bath', '1 Parking']"
10515,"[-37.6839243, 144.9196137]",390.0,4/15 Railway Crescent Broadmeadows VIC 3047,"['2 Beds', '2 Baths']"
10516,"[-37.6839243, 144.9196137]",390.0,3/15 Railway Crescent Broadmeadows VIC 3047,"['2 Beds', '2 Baths', '1 Parking']"
10517,"[-37.6839243, 144.9196137]",380.0,2/15 Railway Crescent Broadmeadows VIC 3047,"['2 Beds', '2 Baths', '1 Parking']"
10518,"[-37.6839243, 144.9196137]",440.0,1/15 Railway Crescent Broadmeadows VIC 3047,"['3 Beds', '2 Baths', '1 Parking']"
10519,"[-37.6928619, 144.926451]",360.0,1 Evans Court Broadmeadows VIC 3047,"['3 Beds', '1 Bath', '2 Parking']"
10520,"[-37.6706993, 144.9394391]",320.0,23 Berger Street Dallas VIC 3047,"['3 Beds', '1 Bath']"
10521,"[-37.6873748, 144.9162167]",375.0,2/1029 Pascoe Vale Road Jacana VIC 3047,"['2 Beds', '1 Bath', '1 Parking']"
