,LGA Name,Facility Name,Suburb/Town,Pcode,Latitude,Longitude,Sports Played
7612,South Gippsland Shire Council ,Terrill Park,Fish Creek,3959,-38.690776,146.082937,Australian Rules Football
7613,South Gippsland Shire Council ,Toora Recreation Reserve,Toora,3962,-38.675102,146.326669,Australian Rules Football
7614,South Gippsland Shire Council ,South Gippsland Splash,Leongatha,3953,-38.468655,145.947975,Badminton
7615,South Gippsland Shire Council ,Arthur Sutherland Reserve,Welshpool,3966,-38.671795,146.444822,Basketball
7616,South Gippsland Shire Council ,Foster Showgrounds Reserve,Foster,3960,-38.656528,146.205701,Basketball
7617,South Gippsland Shire Council,Korumburra Sports Centre,Korumburra,3950,-38.428858,145.820018,Basketball
7618,South Gippsland Shire Council ,Leongatha Recreation Reserve,Leongatha,3953,-38.468655,145.947975,Basketball
7619,South Gippsland Shire Council,Meeniyan Stadium,Meeniyan,3956,-38.579182,146.014598,Basketball
7620,South Gippsland Shire Council ,Mirboo North Secondary College,Mirboo North,3871,-38.401961,146.146844,Basketball
7621,South Gippsland Shire Council,Poowong Sports Stadium,Poowong,3988,-38.3422,145.764164,Basketball
7622,South Gippsland Shire Council ,South Gippsland Splash,Leongatha,3953,-38.468655,145.947975,Basketball
7623,South Gippsland Shire Council ,Arthur Sutherland Reserve,Welshpool,3966,-38.671795,146.444822,Cricket
7624,South Gippsland Shire Council ,Buckley Park,Fish Creek,3959,-38.696462,146.087684,Cricket
7625,South Gippsland Shire Council,Dumbalk Recreation Reserve,Dumbalk,3956,-38.534442,146.10029,Cricket
7626,South Gippsland Shire Council ,Foster Golf Club/ Cricket Club / Pool,Foster,3960,-38.657198,146.197303,Cricket
7627,South Gippsland Shire Council ,Foster Showgrounds Reserve,Foster,3960,-38.656528,146.205701,Cricket
7628,South Gippsland Shire Council ,Koonwarra Recreation reserve,Koonwarra,3954,-38.547939,145.951952,Cricket
7629,South Gippsland Shire Council ,Korumburra Recreation Reserve,Korumburra,3950,-38.436444,145.83264,Cricket
7630,South Gippsland Shire Council,Leongatha Education Precinct,Leongatha,3953,-38.477808,145.964063,Cricket
7631,South Gippsland Shire Council ,Leongatha Recreation Reserve,Leongatha,3953,-38.468655,145.947975,Cricket
7632,South Gippsland Shire Council ,Loch Recreation Reserve,Loch,3945,-38.368236,145.712552,Cricket
7633,South Gippsland Shire Council ,Mary Mckillop Ground,Leongatha,3953,-38.467055,145.964642,Cricket
7634,South Gippsland Shire Council ,Meeniyan Recreation reserve,Meeniyan,3956,-38.575706,146.010378,Cricket
7635,South Gippsland Shire Council ,Mirboo North Recreation Reserve,Mirboo North,3871,-38.399165,146.165864,Cricket
7636,South Gippsland Shire Council ,Mirboo North Recreation Reserve,Mirboo North,3871,-38.399165,146.165864,Cricket
7637,South Gippsland Shire Council ,Mirboo Recreation Reserve,Mirboo  ,3871,-38.470554,146.210329,Cricket
7638,South Gippsland Shire Council ,Narrena recreation reserve ,Nerrena,3953,-38.508835,145.998982,Cricket
7639,South Gippsland Shire Council ,Nyora Recreation Reserve,Nyora,3987,-38.336514,145.677085,Cricket
7640,South Gippsland Shire Council ,Outtrim Recreation Oval,Outtrim,3951,-38.508744,145.769175,Cricket
7641,South Gippsland Shire Council ,Poowong Recreation Reserve,Poowong  ,3988,-38.341154,145.763878,Cricket
7642,South Gippsland Shire Council ,Terrill Park,Fish Creek,3959,-38.690776,146.082937,Cricket
7643,South Gippsland Shire Council ,Toora Recreation Reserve,Toora,3962,-38.675102,146.326669,Cricket
7644,South Gippsland Shire Council ,Korumburra Bowls/Tennis Club,Korumburra,3950,-38.429165,145.819467,Croquet
7645,South Gippsland Shire Council ,Leongatha Recreation Reserve,Leongatha,3953,-38.468655,145.947975,Croquet
7647,South Gippsland Shire Council ,Leongatha Recreation Reserve,Leongatha,3953,-38.468655,145.947975,Cycling
7651,South Gippsland Shire Council,Bennison Recreation Reserve,Bennison,3960,-38.663168,146.266183,Equestrian
7652,South Gippsland Shire Council,Dumbalk Recreation Reserve,Dumbalk,3956,-38.534442,146.10029,Equestrian
7653,South Gippsland Shire Council,Korumburra Showgrounds,Korumburra,3950,-38.42603,145.817293,Equestrian
7654,South Gippsland Shire Council,Leongatha Equestrian Centre,Leongatha,3953,-38.46876,145.954273,Equestrian
7655,South Gippsland Shire Council ,Mirboo North Recreation Reserve,Mirboo North,3871,-38.399165,146.165864,Equestrian
7656,South Gippsland Shire Council,Nyora Pony Club,Nyora,3987,-38.328961,145.669306,Equestrian
7657,South Gippsland Shire Council ,Stony Creek Recreation Reserve,Stony Creek,3957,-38.582557,146.046759,Equestrian
7658,South Gippsland Shire Council ,Tarwin Lower Recreation Reserve,Tarwin Lower,3956,-38.705964,145.866665,Equestrian
7659,South Gippsland Shire Council,Fitness First - Leongatha,Leongatha,3953,-38.478084,145.943859,Fitness / Gymnasium Workouts
7660,South Gippsland Shire Council ,Arthur Sutherland Reserve,Welshpool,3966,-38.671795,146.444822,Golf
7661,South Gippsland Shire Council ,Foster Golf Club/ Cricket Club / Pool,Foster,3960,-38.657198,146.197303,Golf
7662,South Gippsland Shire Council ,Korumburra Golf Club,Korumburra,3950,-38.409432,145.816973,Golf
7663,South Gippsland Shire Council ,Leongatha Golf Club,Leongatha,3953,-38.5744,145.854144,Golf
7664,South Gippsland Shire Council ,Meeniyan Golf Club,Meeniyan,3956,-38.607457,146.020978,Golf
7665,South Gippsland Shire Council ,Mirboo North Golf Club,Mirboo North,3871,-38.394328,146.172258,Golf
7666,South Gippsland Shire Council ,Welshpool Golf Course,Welshpool,3966,-38.671795,146.444822,Golf
7667,South Gippsland Shire Council ,Woorayl Golf Club,Leongatha,3953,-38.468655,145.947975,Golf 
7669,South Gippsland Shire Council ,Foster Bowls Club,Foster,3960,-38.655309,146.204033,Lawn Bowls
7670,South Gippsland Shire Council ,Korumburra Bowls/Tennis Club,Korumburra,3950,-38.429165,145.819467,Lawn Bowls
7671,South Gippsland Shire Council ,Leongatha Bowls Club,Leongatha,3953,-38.473041,145.946287,Lawn Bowls
7672,South Gippsland Shire Council ,Loch Bowls Club,Loch,3945,-38.370392,145.706962,Lawn Bowls
7673,South Gippsland Shire Council ,Meeniyan Recreation reserve,Meeniyan,3956,-38.575706,146.010378,Lawn Bowls
7674,South Gippsland Shire Council ,Mirboo North Bowls Club,Mirboo North,3871,-38.398134,146.147992,Lawn Bowls
7675,South Gippsland Shire Council ,Port Welshpool Bowls Club,Port Welshpool,3965,-38.699251,146.450979,Lawn Bowls
7676,South Gippsland Shire Council ,Tarwin Lower Recreation Reserve,Tarwin Lower,3956,-38.705964,145.866665,Lawn Bowls
7677,South Gippsland Shire Council ,Terrill Park,Fish Creek,3959,-38.690776,146.082937,Lawn Bowls
7678,South Gippsland Shire Council ,Toora Bowls Club,Toora,3962,-38.66675,146.324797,Lawn Bowls
7679,South Gippsland Shire Council,Corner Inlet Moror Cycyle Club,Yanakie,3960,-38.75773,146.138532,Motor Cycling
7681,South Gippsland Shire Council ,Nyora Recreation Reserve,Nyora,3987,-38.336514,145.677085,Motor Sports
7682,South Gippsland Shire Council ,Arthur Sutherland Reserve,Welshpool,3966,-38.671795,146.444822,Netball
7683,South Gippsland Shire Council ,Foster Showgrounds Reserve,Foster,3960,-38.656528,146.205701,Netball
7684,South Gippsland Shire Council,Korumburra Netball,Korumburra,3950,-38.427384,145.830412,Netball
7685,South Gippsland Shire Council ,Korumburra Showgrounds,Korumburra,3950,-38.427697,145.818419,Netball
7686,South Gippsland Shire Council ,Leongatha Recreation Reserve,Leongatha,3953,-38.468655,145.947975,Netball
7687,South Gippsland Shire Council ,Meeniyan Recreation reserve,Meeniyan,3956,-38.575706,146.010378,Netball
7688,South Gippsland Shire Council ,Mirboo North Recreation Reserve,Mirboo North,3871,-38.399165,146.165864,Netball
7689,South Gippsland Shire Council ,Nyora Recreation Reserve,Nyora,3987,-38.336514,145.677085,Netball
7690,South Gippsland Shire Council ,Stony Creek Recreation Reserve,Stony Creek,3957,-38.582557,146.046759,Netball
7691,South Gippsland Shire Council ,Tarwin Lower Recreation Reserve,Tarwin Lower,3956,-38.705964,145.866665,Netball
7692,South Gippsland Shire Council ,Terrill Park,Fish Creek,3959,-38.690776,146.082937,Netball
7693,South Gippsland Shire Council ,Toora Recreation Reserve,Toora,3962,-38.675102,146.326669,Netball
7694,South Gippsland Shire Council ,South Gippsland Splash,Leongatha,3953,-38.468655,145.947975,Netball (Indoor)
7695,South Gippsland Shire Council,Korumburra Gun Club,Korumburra,3950,-38.450505,145.845907,Shooting Sports
7696,South Gippsland Shire Council ,Leongatha Recreation Reserve,Leongatha,3953,-38.468655,145.947975,Shooting Sports
7697,South Gippsland Shire Council,Outtrim & District Pistol Club,Outtrim,3951,-38.510712,145.768947,Shooting Sports
7698,South Gippsland Shire Council ,Outtrim Recreation Oval,Outtrim,3951,-38.508744,145.769175,Shooting Sports
7699,South Gippsland Shire Council,Sale Pistol Club,Longford,3851,-38.204192,147.058671,Shooting Sports
7700,South Gippsland Shire Council,South Gippsland Pistol Club,Tarwin Lower,3956,-38.679055,145.853275,Shooting Sports
7701,South Gippsland Shire Council ,Leongatha Recreation Reserve,Leongatha,3953,-38.468655,145.947975,Skating
7702,South Gippsland Shire Council ,Arthur Sutherland Reserve,Welshpool,3966,-38.671795,146.444822,Soccer
7703,South Gippsland Shire Council ,Korumburra Recreation Reserve,Korumburra,3950,-38.436444,145.83264,Soccer
7704,South Gippsland Shire Council ,Loch Recreation Reserve,Loch,3945,-38.368236,145.712552,Soccer
7705,South Gippsland Shire Council ,Mary Mckillop Ground,Leongatha,3953,-38.467055,145.964642,Soccer
7706,South Gippsland Shire Council ,Mirboo North Recreation Reserve,Mirboo North,3871,-38.399165,146.165864,Soccer
7707,South Gippsland Shire Council ,Outtrim Recreation Oval,Outtrim,3951,-38.508744,145.769175,Soccer
7708,South Gippsland Shire Council ,South Gippsland Splash,Leongatha,3953,-38.468655,145.947975,Soccer (Indoor Soccer / Futsal)
7709,South Gippsland Shire Council,Poowong Sports Stadium,Poowong,3988,-38.3422,145.764164,Squash / Racquetball
7710,South Gippsland Shire Council,Venus Bay Surf Life Saving Club,Venus Bay,3956,-38.705007,145.812966,Surf Life Saving
7711,South Gippsland Shire Council,Waratah Beach Surf Life Saving Club,Sandy Point,3191,-38.831638,146.124327,Surf Life Saving
7712,South Gippsland Shire Council ,Foster Golf Club/ Cricket Club / Pool,Foster,3960,-38.657198,146.197303,Swimming
7713,South Gippsland Shire Council,Korumburra Pool,Korumburra,3950,-38.433065,145.819046,Swimming
7714,South Gippsland Shire Council ,Leongatha Recreation Reserve,Leongatha,3953,-38.468655,145.947975,Swimming
7715,South Gippsland Shire Council ,Mirboo North Swimming Pool,Mirboo North,3871,-38.39637,146.154977,Swimming
7716,South Gippsland Shire Council ,Poowong Outdoor Swimming Pool,Poowong ,3988,-38.341154,145.763878,Swimming
7717,South Gippsland Shire Council ,South Gippsland Splash,Leongatha,3953,-38.468655,145.947975,Swimming
7718,South Gippsland Shire Council ,Toora Swimming Pool,Toora,3963,-38.66444,146.328509,Swimming
7719,South Gippsland Shire Council ,Leongatha Recreation Reserve,Leongatha,3953,-38.468655,145.947975,Table Tennis
7720,South Gippsland Shire Council,Fish Creek Tennis,Fish Creek,3959,-38.690735,146.082463,Tennis (Indoor)
7721,South Gippsland Shire Council ,Bena Tennis Club,Bena,3946,-38.409845,145.76183,Tennis (Outdoor)
7722,South Gippsland Shire Council,Buffalo Tennis,Buffalo,3958,-38.653527,146.030378,Tennis (Outdoor)
7724,South Gippsland Shire Council,Dumbalk Recreation Reserve,Dumbalk,3956,-38.534442,146.10029,Tennis (Outdoor)
7725,South Gippsland Shire Council ,Foster Tennis Club,Foster,3960,-38.654526,146.1999,Tennis (Outdoor)
7726,South Gippsland Shire Council ,Kongwak Tennis Club,Kongwak,3951,-38.51536,145.711869,Tennis (Outdoor)
7727,South Gippsland Shire Council ,Koonwarra Recreation reserve,Koonwarra,3954,-38.547939,145.951952,Tennis (Outdoor)
7728,South Gippsland Shire Council ,Korumburra Bowls/Tennis Club,Korumburra,3950,-38.429165,145.819467,Tennis (Outdoor)
7729,South Gippsland Shire Council ,Lance Moon Park,Yanakie,3960,-38.811405,146.203368,Tennis (Outdoor)
7730,South Gippsland Shire Council,Leongatha North Tennis,Leongatha North,3953,-38.419665,145.961775,Tennis (Outdoor)
7731,South Gippsland Shire Council ,Leongatha Recreation Reserve,Leongatha,3953,-38.468655,145.947975,Tennis (Outdoor)
7732,South Gippsland Shire Council ,Loch Recreation Reserve,Loch,3945,-38.368236,145.712552,Tennis (Outdoor)
7733,South Gippsland Shire Council ,Mardan Tennis Club,Marden,3952,-38.47559,146.112115,Tennis (Outdoor)
7734,South Gippsland Shire Council ,Meeniyan Recreation reserve,Meeniyan,3956,-38.575706,146.010378,Tennis (Outdoor)
7735,South Gippsland Shire Council ,Mirboo North Recreation Reserve,Mirboo North,3871,-38.399165,146.165864,Tennis (Outdoor)
7736,South Gippsland Shire Council ,Mirboo Recreation Reserve,Mirboo  ,3871,-38.470554,146.210329,Tennis (Outdoor)
7737,South Gippsland Shire Council ,Nyora Recreation Reserve,Nyora,3987,-38.336514,145.677085,Tennis (Outdoor)
7738,South Gippsland Shire Council ,Outtrim Recreation Oval,Outtrim,3951,-38.508744,145.769175,Tennis (Outdoor)
7739,South Gippsland Shire Council ,Poowong Recreation Reserve,Poowong  ,3988,-38.341154,145.763878,Tennis (Outdoor)
7740,South Gippsland Shire Council ,Port Welshpool Tennis Club,Port Welshpool,3965,-38.69476,146.465142,Tennis (Outdoor)
7741,South Gippsland Shire Council,Sandy Point Tennis,Sany Point,3959,-38.829597,146.12504,Tennis (Outdoor)
7742,South Gippsland Shire Council,Tarwin Lower Tennis,Tarwin Lower,3956,-38.700729,145.86903,Tennis (Outdoor)
7743,South Gippsland Shire Council ,Terrill Park,Fish Creek,3959,-38.690776,146.082937,Tennis (Outdoor)
7744,South Gippsland Shire Council ,South Gippsland Splash,Leongatha,3953,-38.468655,145.947975,Volleyball
7745,Southern Grampians Shire Council ,Mitchell Park,Hamilton ,3300,-37.754774,142.031503,Athletics
7746,Southern Grampians Shire Council ,Balmoral Recreation Reserve,Balmoral,3407,-37.244171,141.834981,Australian Rules Football
7747,Southern Grampians Shire Council ,Branxholme Recreation Reserve,Branxholme,3302,-37.858661,141.801988,Australian Rules Football
7748,Southern Grampians Shire Council ,Cavendish Recreation Reserve,Cavendish,3314,-37.521548,142.044052,Australian Rules Football
7749,Southern Grampians Shire Council ,Coleraine (Silvester Oval) Recreation Reserve,Coleraine ,3315,-37.595064,141.690809,Australian Rules Football
7750,Southern Grampians Shire Council ,Dunkeld Recreation Reserve,Dunkeld,3294,-37.653317,142.337842,Australian Rules Football
7751,Southern Grampians Shire Council ,Glenthompson Recreation Reserve,Glenthompson,3293,-37.64134,142.54452,Australian Rules Football
7752,Southern Grampians Shire Council ,Hamilton Recreation Reserve,Hamilton ,3300,-37.735143,142.023488,Australian Rules Football
7753,Southern Grampians Shire Council ,Melville Oval,Hamilton ,3300,-37.740507,142.022362,Australian Rules Football
7754,Southern Grampians Shire Council ,Mitchell Park,Hamilton ,3300,-37.754774,142.031503,Australian Rules Football
7755,Southern Grampians Shire Council ,Pedrina Park,Hamilton ,3300,-37.725572,142.029268,Australian Rules Football
7756,Southern Grampians Shire Council ,Penshurst Recreation Reserve,Penshurst,3289,-37.870832,142.299964,Australian Rules Football
7757,Southern Grampians Shire Council ,Penshurst Reserve,Penshurst,3289,-37.872627,142.291376,Australian Rules Football
7758,Southern Grampians Shire Council,Pedrina Park,Hamilton,3300,-37.724489,142.030213,Baseball
7759,Southern Grampians Shire Council ,Hamilton Indoor Leisure & Aquatic Centre,Hamilton ,3300,-37.732146,142.017872,Basketball
7760,Southern Grampians Shire Council ,Balmoral Recreation Reserve,Balmoral,3407,-37.244171,141.834981,Cricket
7761,Southern Grampians Shire Council ,Branxholme Recreation Reserve,Branxholme,3302,-37.858661,141.801988,Cricket
7762,Southern Grampians Shire Council ,Byaduk Recreation Reserve,Byaduk,3301,-37.950767,141.955349,Cricket
7763,Southern Grampians Shire Council ,Coleraine (Silvester Oval) Recreation Reserve,Coleraine ,3315,-37.595064,141.690809,Cricket
7764,Southern Grampians Shire Council ,Dunkeld Recreation Reserve,Dunkeld,3294,-37.653317,142.337842,Cricket
7765,Southern Grampians Shire Council ,Hamilton Recreation Reserve,Hamilton ,3300,-37.735143,142.023488,Cricket
7766,Southern Grampians Shire Council ,Kennedy Oval ,Hamilton ,3300,-37.750587,142.023727,Cricket
7767,Southern Grampians Shire Council ,Kennedy Oval ,Hamilton ,3300,-37.750587,142.023727,Cricket
7768,Southern Grampians Shire Council ,Melville Oval,Hamilton ,3300,-37.740507,142.022362,Cricket
7769,Southern Grampians Shire Council ,Mitchell Park,Hamilton ,3300,-37.754774,142.031503,Cricket
7770,Southern Grampians Shire Council ,Pedrina Park,Hamilton ,3300,-37.725572,142.029268,Cricket
7771,Southern Grampians Shire Council ,Pedrina Park,Hamilton ,3300,-37.725572,142.029268,Cricket
7772,Southern Grampians Shire Council ,Pigeon ponds Recreation Reserve,Pigeon Ponds,3407,-37.297169,141.666408,Cricket
7773,Southern Grampians Shire Council ,Tarrington Recreation Reserve,Tarrington,3301,-37.765747,142.097972,Cricket
7774,Southern Grampians Shire Council ,Hamilton Croquet Club,Hamilton ,3300,-37.748843,142.023504,Croquet
7775,Southern Grampians Shire Council,Coleraine Showgrounds,Coleraine,3315,-37.594124,141.67946,Equestrian
7776,Southern Grampians Shire Council,Dunkeld Racecourse,Dunkeld,3294,-37.63943,142.347617,Equestrian
7777,Southern Grampians Shire Council,Yulecart Recreation Reserve,Yulecart,3300,-37.74651,141.9412,Equestrian
7778,Southern Grampians Shire Council ,Hamilton Indoor Leisure & Aquatic Centre,Hamilton ,3300,-37.732146,142.017872,Fitness / Gymnasium Workouts
7780,Southern Grampians Shire Council ,Balmoral Golf Club ,Balmoral,3407,-37.240902,141.872796,Golf
7781,Southern Grampians Shire Council ,Coleraine Golf Club,Coleraine ,3315,-37.605363,141.708023,Golf
7782,Southern Grampians Shire Council ,Grampions Golf Club,Dunkeld,3294,-37.602458,142.325064,Golf
7783,Southern Grampians Shire Council ,Hamilton Golf Club,Hamilton ,3300,-37.746004,142.040067,Golf
7784,Southern Grampians Shire Council ,Mooralla Golf Course,Mooralla,3314,-37.376584,142.161619,Golf
7785,Southern Grampians Shire Council ,Parklands Golf Course,Hamilton ,3300,-37.725596,142.035035,Golf
7787,Southern Grampians Shire Council ,Coleraine (Silvester Oval) Recreation Reserve,Coleraine ,3315,-37.595064,141.690809,Hockey
7788,Southern Grampians Shire Council ,Pedrina Park,Hamilton ,3300,-37.725572,142.029268,Hockey
7789,Southern Grampians Shire Council ,Balmoral Bowls Club,Balmoral,3407,-37.248496,141.841696,Lawn Bowls
7790,Southern Grampians Shire Council ,Branxholme Bowls Club,Branxholme,3302,-37.857619,141.796978,Lawn Bowls
7791,Southern Grampians Shire Council ,Coleraine (Silvester Oval) Recreation Reserve,Coleraine ,3315,-37.595064,141.690809,Lawn Bowls
7792,Southern Grampians Shire Council,Dunkeld Bowling Club,Dunkeld,3294,-37.650623,142.343373,Lawn Bowls
7793,Southern Grampians Shire Council ,Grangeburn Bowls Club,Hamilton ,3300,-37.733727,142.031707,Lawn Bowls
7794,Southern Grampians Shire Council ,Hamilton Bowls Club,Hamilton ,3300,-37.743775,142.020642,Lawn Bowls
7795,Southern Grampians Shire Council ,Penshurst Reserve,Penshurst,3289,-37.872627,142.291376,Lawn Bowls
7796,Southern Grampians Shire Council ,Branxholme Recreation Reserve,Branxholme,3302,-37.858661,141.801988,Netball
7797,Southern Grampians Shire Council ,Cavendish Recreation Reserve,Cavendish,3314,-37.521548,142.044052,Netball
7798,Southern Grampians Shire Council ,Coleraine (Silvester Oval) Recreation Reserve,Coleraine ,3315,-37.595064,141.690809,Netball
7799,Southern Grampians Shire Council ,Coleraine Tennis/Netball Club,Coleraine ,3315,-37.596997,141.695229,Netball
7800,Southern Grampians Shire Council ,Glenthompson Recreation Reserve,Glenthompson,3293,-37.64134,142.54452,Netball
7801,Southern Grampians Shire Council ,Melville Oval,Hamilton ,3300,-37.740507,142.022362,Netball
7802,Southern Grampians Shire Council ,Pedrina Park,Hamilton ,3300,-37.725572,142.029268,Netball
7803,Southern Grampians Shire Council ,Penshurst Recreation Reserve,Penshurst,3289,-37.870832,142.299964,Netball
7804,Southern Grampians Shire Council,Hamilton Pistol Club,Hamilton,3300,-37.659988,141.962821,Shooting Sports
7805,Southern Grampians Shire Council ,Hamilton Recreation Reserve,Hamilton ,3300,-37.735143,142.023488,Soccer
7806,Southern Grampians Shire Council ,Pedrina Park,Hamilton ,3300,-37.725572,142.029268,Soccer
7807,Southern Grampians Shire Council ,Hamilton Indoor Leisure & Aquatic Centre,Hamilton ,3300,-37.732146,142.017872,Squash / Racquetball
7808,Southern Grampians Shire Council ,Balmoral Swimming Pool,Balmoral,3407,-37.24556,141.838156,Swimming
7809,Southern Grampians Shire Council ,Coleraine Swimming pool,Coleraine ,3315,-37.600901,141.68755,Swimming
7810,Southern Grampians Shire Council ,Dunkeld Swimming Pool,Dunkeld,3294,-37.650028,142.342402,Swimming
7811,Southern Grampians Shire Council ,Glenthompson Swimming Pool,Glenthompson,3293,-37.636165,142.548101,Swimming
7812,Southern Grampians Shire Council ,Hamilton Indoor Leisure & Aquatic Centre,Hamilton ,3300,-37.732146,142.017872,Swimming
7813,Southern Grampians Shire Council ,Hamilton Olympic Swimming Pool,Hamilton ,3300,-37.742253,142.017282,Swimming
7814,Southern Grampians Shire Council ,Penshurst Reserve,Penshurst,3289,-37.872627,142.291376,Swimming
7815,Southern Grampians Shire Council ,Hamilton Indoor Leisure & Aquatic Centre,Hamilton ,3300,-37.732146,142.017872,Table Tennis
7816,Southern Grampians Shire Council ,Balmoral Recreation Reserve,Balmoral,3407,-37.244171,141.834981,Tennis (Outdoor)
7817,Southern Grampians Shire Council ,Byaduk Recreation Reserve,Byaduk,3301,-37.950767,141.955349,Tennis (Outdoor)
7818,Southern Grampians Shire Council ,Cavendish Recreation Reserve,Cavendish,3314,-37.521548,142.044052,Tennis (Outdoor)
7819,Southern Grampians Shire Council ,Coleraine (Silvester Oval) Recreation Reserve,Coleraine ,3315,-37.595064,141.690809,Tennis (Outdoor)
7820,Southern Grampians Shire Council ,Coleraine Tennis/Netball Club,Coleraine ,3315,-37.596997,141.695229,Tennis (Outdoor)
7821,Southern Grampians Shire Council ,Dunkeld Tennis Court,Dunkeld,3294,-37.650028,142.342402,Tennis (Outdoor)
7822,Southern Grampians Shire Council ,Glenthompson Recreation Reserve,Glenthompson,3293,-37.64134,142.54452,Tennis (Outdoor)
7823,Southern Grampians Shire Council ,Hamilton Tennis Club,Hamilton ,3300,-37.741744,142.03949,Tennis (Outdoor)
7824,Southern Grampians Shire Council ,Hamilton Tennis Club,Hamilton ,3300,-37.741744,142.03949,Tennis (Outdoor)
7825,Southern Grampians Shire Council ,Mirranatwa Tennis Courts,Mirranatwa,3294,-37.406062,142.399231,Tennis (Outdoor)
7826,Southern Grampians Shire Council ,Patterson Park,Hamilton ,3300,-37.732184,142.025787,Tennis (Outdoor)
7827,Southern Grampians Shire Council ,Patterson Park,Hamilton ,3300,-37.732184,142.025787,Tennis (Outdoor)
7828,Southern Grampians Shire Council ,Penshurst Recreation Reserve,Penshurst,3289,-37.870832,142.299964,Tennis (Outdoor)
7829,Southern Grampians Shire Council ,Penshurst Reserve,Penshurst,3289,-37.872627,142.291376,Tennis (Outdoor)
7830,Southern Grampians Shire Council ,Pigeon ponds Recreation Reserve,Pigeon Ponds,3407,-37.297169,141.666408,Tennis (Outdoor)
7831,Southern Grampians Shire Council ,Tarrington Recreation Reserve,Tarrington,3301,-37.765747,142.097972,Tennis (Outdoor)
7832,Southern Grampians Shire Council ,Tennis Courts,Wootong Vale,3315,-37.53207,141.681855,Tennis (Outdoor)
7833,Stonnington City Council,McAlpine Reserve,Kooyong,3144,-37.840287,145.037516,Athletics
7834,Stonnington City Council,Basil Reserve,East Malvern,3145,-37.869781,145.065603,Australian Rules Football
7835,Stonnington City Council,Como Park,South Yarra,3141,-37.835668,145.00395,Australian Rules Football
7836,Stonnington City Council,D.W Lucas Reserve,East Malvern,3145,-37.869781,145.065603,Australian Rules Football
7837,Stonnington City Council,Melbourne High School Oval,South Yarra,3141,-37.835616,144.994088,Australian Rules Football
7838,Stonnington City Council,Righetti & Ferrie Reserves,Kooyong,3144,-37.840013,145.037516,Australian Rules Football
7839,Stonnington City Council,Stanley Grose Reserve,East Malvern,3145,-37.869781,145.065603,Australian Rules Football
7840,Stonnington City Council,T.H.King Reserve,Glen Iris,3146,-37.86132,145.060925,Australian Rules Football
7841,Stonnington City Council,Toorak Park,Armadale,3143,-37.852653,145.012601,Australian Rules Football
7842,Stonnington City Council,Waverley Oval,East Malvern,3145,-37.878145,145.068868,Australian Rules Football
7843,Stonnington City Council,Wadsworth Field,Kooyong,3144,-37.838586,145.035486,Baseball
7844,Stonnington City Council,Orrong Romanis Recreation Centre,Prahran,3181,-37.849669,145.010181,Basketball
7845,Stonnington City Council,Penpraze Park,East Malvern,3145,-37.870796,145.037935,Basketball
7846,Stonnington City Council,Princess Gardens ,Prahran,3181,-37.848235,144.995407,Basketball
7847,Stonnington City Council,South Yarra Sports Centre ,South Yarra,3141,-37.836983,144.995195,Basketball
7848,Stonnington City Council,Basil Reserve,East Malvern,3145,-37.869781,145.065603,Cricket
7849,Stonnington City Council,Central Park,East Malvern,3145,-37.865966,145.048626,Cricket
7850,Stonnington City Council,Como Park,South Yarra,3141,-37.835668,145.00395,Cricket
7851,Stonnington City Council,D.W Lucas Reserve,East Malvern,3145,-37.869781,145.065603,Cricket
7852,Stonnington City Council,Gardiner Reserve,Malvern,3144,-37.851236,145.049018,Cricket
7853,Stonnington City Council,Malvern Cricket Ground,Malvern,3144,-37.856137,145.031156,Cricket
7854,Stonnington City Council,Melbourne High School Oval,South Yarra,3141,-37.835616,144.994088,Cricket
7855,Stonnington City Council,Orrong Park & Romanis Reserve,Prahran,3181,-37.850685,145.010882,Cricket
7856,Stonnington City Council,Percy Treyvaud Reserve,East Malvern,3145,-37.882645,145.080485,Cricket
7857,Stonnington City Council,Percy Treyvaud Reserve,East Malvern,3145,-37.882645,145.080485,Cricket
7858,Stonnington City Council,Righetti & Ferrie Reserves,Kooyong,3144,-37.840013,145.037516,Cricket
7859,Stonnington City Council,Righetti & Ferrie Reserves,Kooyong,3144,-37.840013,145.037516,Cricket
7860,Stonnington City Council,Sir Robert Menzies Reserve,Malvern,3144,-37.845366,145.03598,Cricket
7861,Stonnington City Council,Stanley Grose Reserve,East Malvern,3145,-37.869781,145.065603,Cricket
7862,Stonnington City Council,T.H.King Reserve,Glen Iris,3146,-37.86132,145.060925,Cricket
7863,Stonnington City Council,Toorak Park,Armadale,3143,-37.852653,145.012601,Cricket
7864,Stonnington City Council,Victory Square,Armadale,3143,-37.853082,145.014303,Cricket
7865,Stonnington City Council,Vision Australia Cricket Reserves,Kooyong,3144,-37.838133,145.033506,Cricket
7866,Stonnington City Council,Waverley Oval,East Malvern,3145,-37.878145,145.068868,Cricket
7867,Stonnington City Council,Curves Toorak,Toorak,3142,-37.841618,145.009214,Fitness / Gymnasium Workouts
7868,Stonnington City Council,Domain Health Prahran,Prahran,3181,-37.848477,145.005189,Fitness / Gymnasium Workouts
7869,Stonnington City Council,Fitness First,South Yarra,3141,-37.845225,144.99467,Fitness / Gymnasium Workouts
7870,Stonnington City Council,Fitness HQ,Toorak,3142,-37.840872,145.009989,Fitness / Gymnasium Workouts
