,School_Name,Address_Line_1,Address_Town,Address_Postcode,LGA_ID,LGA_Name,X,Y
1858,St Michael's School,Davis Street,HEYFIELD,3858,681,Wellington (S),146.7842665,-37.98075149
1859,St Thomas Aquinas School,51 Plume Street,NORLANE,3214,275,Greater Geelong (C),144.35882,-38.090171
1860,St Pius X School,431 Waterdale Road,HEIDELBERG WEST,3081,66,Banyule (C),145.04629,-37.746924
1861,St Margaret Mary's School,181 Hudsons Road,SPOTSWOOD,3015,311,Hobsons Bay (C),144.877732,-37.829084
1862,Monivae College,133 Ballarat Road,HAMILTON,3300,626,Southern Grampians (S),142.0494536,-37.74203709
1863,St Mary Magdalen's Parish Primary School,15 Bambil Street,CHADSTONE,3148,497,Monash (C),145.101198,-37.879776
1864,St Anthony's School,90 Buckley Street,NOBLE PARK,3174,267,Greater Dandenong (C),145.172427,-37.97171
1865,St Peter's School,16 Mary Street,CLAYTON,3168,497,Monash (C),145.121859,-37.92314
1866,St Joseph's School,33 Lascelles Street,HOPETOUN,3396,763,Yarriambiack (S),142.362192,-35.72393
1867,Yeshivah College,88 Hotham Street,ST KILDA EAST,3183,231,Glen Eira (C),145.000341,-37.868122
1868,St John Bosco's School,6 Teague Street,NIDDRIE,3042,506,Moonee Valley (C),144.889028,-37.743657
1869,Holy Family School,143-147 Separation Street,BELL PARK,3215,275,Greater Geelong (C),144.338334,-38.111101
1870,Holy Spirit Parish School,83 Minerva Road,MANIFOLD HEIGHTS,3218,275,Greater Geelong (C),144.329964,-38.135809
1871,St Mary's School,210 Grimshaw Street,GREENSBOROUGH,3088,66,Banyule (C),145.092633,-37.702851
1872,Mother of God School,67 Blanche Street,ARDEER,3022,118,Brimbank (C),144.800812,-37.779414
1873,St Peter Chanel School,848 Ballarat Road,DEER PARK,3023,118,Brimbank (C),144.769266,-37.768526
1874,Christ the King Primary School,28 Riley Court,BRAYBROOK,3019,433,Maribyrnong (C),144.86196,-37.787611
1875,Corpus Christi School,13-21 Widford Street,GLENROY,3046,525,Moreland (C),144.922802,-37.703891
1876,Killester College,433 Springvale Road,SPRINGVALE,3171,267,Greater Dandenong (C),145.152017,-37.959071
1877,St Paul's School,Links Street,SUNSHINE WEST,3020,118,Brimbank (C),144.807516,-37.787534
1878,St Patrick's School,5 Victoria Street,PYRAMID HILL,3575,394,Loddon (S),144.111842,-36.054852
1879,Clonard College,225 Church Street,HERNE HILL,3218,275,Greater Geelong (C),144.330481,-38.130078
1880,Stella Maris School,113 Oak Street,BEAUMARIS,3193,91,Bayside (C),145.041044,-37.981986
1881,St Therese's School,Albion Street,KENNINGTON,3550,262,Greater Bendigo (C),144.298244,-36.766898
1882,St Bernadette's School,2 Willey Street,SUNSHINE NORTH,3020,118,Brimbank (C),144.835276,-37.771157
1883,St James' School,260 Albert Street,SEBASTOPOL,3356,57,Ballarat (C),143.840181,-37.603467
1884,Rossbourne School,131 Power Street,HAWTHORN,3122,111,Boroondara (C),145.02655,-37.82304
1885,Sacred Heart School,Olive Grove,MILDURA,3500,478,Mildura (RC),142.152242,-34.187326
1886,Beth Rivkah Ladies College,14-20 Balaclava Road,ST KILDA EAST,3183,231,Glen Eira (C),145.000835,-37.869281
1887,St Margaret's Primary School,67 The Esplanade,MARIBYRNONG,3032,433,Maribyrnong (C),144.891039,-37.766895
1888,Immaculate Heart of Mary School,50-54 Monash Road,NEWBOROUGH,3825,381,Latrobe (C),146.291592,-38.184743
1889,Holy Family School,250 Stephensons Road,MOUNT WAVERLEY,3149,497,Monash (C),145.129634,-37.874255
1890,St Gerard's School,71 Gladstone Road,DANDENONG NORTH,3175,267,Greater Dandenong (C),145.205824,-37.971329
1891,St Mel's School,35 Hamilton Street,SHEPPARTON SOUTH,3630,283,Greater Shepparton (C),145.410675,-36.39247
1892,Our Lady of Perpetual Succour School,31 Erasmus Street,SURREY HILLS,3127,698,Whitehorse (C),145.111389,-37.830057
1893,St Catherine's School,14-28 Fletcher Street,MOORABBIN,3189,343,Kingston (C),145.052171,-37.938224
1894,Sacred Heart Girls' College,113 Warrigal Road,HUGHESDALE,3166,497,Monash (C),145.086083,-37.902163
1895,St Vincent de Paul's School,2 Rowell Street,MORWELL EAST,3840,381,Latrobe (C),146.415478,-38.230608
1896,St Peter's Lutheran School,6-26 Horsham Road,DIMBOOLA,3414,298,Hindmarsh (S),142.037578,-36.457061
1897,St Mary's School,47 Hannon Street,SEA LAKE,3533,127,Buloke (S),142.85067,-35.501832
1898,St Joseph's School,40 Milners Road,YARRA JUNCTION,3797,745,Yarra Ranges (S),145.616814,-37.792172
1899,St Stephen's School,71 Whitelaw Street,RESERVOIR EAST,3073,189,Darebin (C),145.019202,-37.711568
1900,St Brendan's School,Golf Links Road,LAKES ENTRANCE,3909,211,East Gippsland (S),148.012335,-37.87102
1901,St Martin of Tours School,2-12 Silk Street,ROSANNA,3084,66,Banyule (C),145.076979,-37.735182
1902,St Michael's School,Queen Elizabeth Drive,TALLANGATTA,3700,667,Towong (S),147.173415,-36.216232
1903,Christ Our Holy Redeemer School,43 Ferntree Gully Road,OAKLEIGH EAST,3166,497,Monash (C),145.105753,-37.896158
1904,Our Lady of the Nativity School,29 Fawkner Street,ABERFELDIE,3040,506,Moonee Valley (C),144.896581,-37.756347
1905,St John's Regional College,5-11 Caroline Street,DANDENONG,3175,267,Greater Dandenong (C),145.226256,-37.990229
1906,Nagle College,20 Hope Avenue,BAIRNSDALE,3875,211,East Gippsland (S),147.587656,-37.837096
1907,St Mary's School,12 Watkin Street,ROBINVALE,3549,661,Swan Hill (RC),142.7785055,-34.58470583
1908,Our Lady's School,White Street,WANGARATTA,3677,670,Wangaratta (RC),146.321144,-36.372191
1909,Emmaus College,503 Springvale Road,VERMONT SOUTH,3133,698,Whitehorse (C),145.174107,-37.84779
1910,St Dominic's School,408 Camp Road,BROADMEADOWS,3047,327,Hume (C),144.923702,-37.685055
1911,St Patrick's School,Mangan Street,TONGALA,3621,137,Campaspe (S),144.953591,-36.252656
1912,St Bridget's School,36 Sweyn Street,BALWYN NORTH,3104,111,Boroondara (C),145.103253,-37.795925
1913,St Leonard's School,349 Springvale Road,GLEN WAVERLEY,3150,497,Monash (C),145.163894,-37.886803
1914,St Scholastica's School,4-8 Starling Street,BENNETTSWOOD,3125,698,Whitehorse (C),145.125908,-37.851646
1915,St Christopher's School,2-16 Doon Avenue,GLEN WAVERLEY,3150,497,Monash (C),145.1501975,-37.87109838
1916,St John Vianney's School,Brisbane Terrace,PARKDALE EAST,3195,343,Kingston (C),145.09249,-37.99047
1917,Ss Peter & Paul's School,16 Beverley Street,DONCASTER EAST,3109,421,Manningham (C),145.1534,-37.790552
1918,St Mary of the Angels College,Chapel Street,NATHALIA,3638,490,Moira (S),145.208748,-36.057656
1919,Holy Family School,100 Power Road,DOVETON,3177,161,Casey (C),145.238629,-37.990496
1920,Aquinas College,46 Great Ryrie Street,RINGWOOD,3134,441,Maroondah (C),145.234935,-37.823058
1921,Leibler Yavneh College,2 Nagle Avenue,ELSTERNWICK,3185,231,Glen Eira (C),145.006626,-37.892871
1922,Peninsula Grammar,20 Wooralla Drive,MT ELIZA,3930,534,Mornington Peninsula (S),145.090692,-38.198174
1923,St Matthew's School,95 William Street,FAWKNER NORTH,3060,525,Moreland (C),144.967951,-37.698156
1924,St John Vianney's School,23 Police Road,MULGRAVE,3170,497,Monash (C),145.159559,-37.932718
1925,St Luke's School,1A David Street,LALOR,3075,707,Whittlesea (C),145.0188321,-37.67237431
1926,St Francis de Sales School,626 Pascoe Vale Road,OAK PARK,3046,525,Moreland (C),144.921079,-37.718847
1927,St John's Lutheran School Geelong,33 Aberdeen Street,GEELONG,3220,275,Greater Geelong (C),144.347467,-38.147331
1928,St Thomas More's School,Reynold's Lane,BELGRAVE,3160,745,Yarra Ranges (S),145.3526801,-37.90841476
1929,St Pius X School,32-34 Hoddle Street,WARRNAMBOOL WEST,3280,673,Warrnambool (C),142.46583,-38.364916
1930,St Christopher's School,34 Roberts Road,AIRPORT WEST,3042,506,Moonee Valley (C),144.880249,-37.72501
1931,Sacred Heart School,125 Hart Street,ELIMINYT,3250,175,Colac-Otway (S),143.578547,-38.353155
1932,Sacred Heart School,25 Gipson Street,DIAMOND CREEK,3089,571,Nillumbik (S),145.158777,-37.67214795
1933,St Michael's School,16 Scanlan Street,BERWICK,3806,161,Casey (C),145.353572,-38.033824
1934,Ave Maria College,14-22 Vida Street,ABERFELDIE,3040,506,Moonee Valley (C),144.897964,-37.756618
1935,Bialik College,429 Auburn Road,HAWTHORN EAST,3122,111,Boroondara (C),145.043371,-37.842269
1936,Our Lady of the Way School,11-13 Green Avenue,KINGSBURY,3083,189,Darebin (C),145.035525,-37.715261
1937,St Luke the Evangelist School,46 Orchard Grove,BLACKBURN SOUTH,3130,698,Whitehorse (C),145.146714,-37.835551
1938,St Bernard's School,2-14 Williams Road,WANGARATTA,3677,670,Wangaratta (RC),146.305601,-36.346559
1939,Our Lady Help of Christians School,15 Munro Street,MURTOA,3390,763,Yarriambiack (S),142.473651,-36.622676
1940,Luther College,Plymouth Rd,CROYDON HILLS,3136,441,Maroondah (C),145.272909,-37.782963
1941,Marian College,196 Glengala Road,SUNSHINE WEST,3020,118,Brimbank (C),144.806129,-37.787731
1942,Mount St Joseph Girls' College,133 Maidstone Street,ALTONA,3018,311,Hobsons Bay (C),144.811674,-37.863902
1943,Our Lady Help of Christians School,480A Gillies Street,WENDOUREE,3355,57,Ballarat (C),143.825614,-37.525436
1944,St Clement of Rome School,9 Egan Drive,BULLEEN,3105,421,Manningham (C),145.090333,-37.767296
1945,St Joseph's Primary School,212 Boronia Road,BORONIA,3155,367,Knox (C),145.274814,-37.862707
1946,Sacred Heart School,111-115 Hansen Street,CORRYONG,3707,667,Towong (S),147.89919,-36.198241
1947,Mater Christi College,28 Bayview Road,BELGRAVE,3160,745,Yarra Ranges (S),145.3588871,-37.9106377
1948,Our Lady of Lourdes School,23 Orange Grove,BAYSWATER,3153,367,Knox (C),145.265765,-37.848985
1949,St Joseph's College,5 Brenock Park Drive,FERNTREE GULLY,3156,367,Knox (C),145.295093,-37.89049
1950,St Paul's College Balwyn,3 Brenbeal Street,BALWYN,3101,111,Boroondara (C),145.086858,-37.81235
1951,Annunciation School,4-14 Nolan Avenue,BROOKLYN,3012,311,Hobsons Bay (C),144.847959,-37.820989
1952,St Louis de Montfort's School,37 Dolphin Street,ASPENDALE,3195,343,Kingston (C),145.102261,-38.018128
1953,St Thomas More's School,30 Angus Street,HADFIELD,3046,525,Moreland (C),144.944942,-37.707293
1954,Avila College,35 Charles Street,MOUNT WAVERLEY,3149,497,Monash (C),145.133255,-37.874671
1955,St Philip's School,60 Junction Road,BLACKBURN NORTH,3130,698,Whitehorse (C),145.166588,-37.807643
1956,Holy Child School,227 Blair Street,DALLAS,3047,327,Hume (C),144.931984,-37.665736
1957,Emmanuel College,423 Blackshaws Road,ALTONA NORTH,3025,311,Hobsons Bay (C),144.842389,-37.831623
1958,St Peter Julian Eymard,Reay Road,MOOROOLBARK,3138,745,Yarra Ranges (S),145.3175154,-37.7879128
1959,St Damian's School,5 Settlement Road,BUNDOORA,3083,707,Whittlesea (C),145.0572167,-37.6984942
1960,St Monica's College,400 Dalton Road,EPPING,3076,707,Whittlesea (C),145.031414,-37.655184
1961,Yarra Valley Grammar,Kalinda Road,RINGWOOD,3134,441,Maroondah (C),145.258164,-37.783701
1962,Christ the King School,79 Wilsons Road,NEWCOMB,3219,275,Greater Geelong (C),144.393098,-38.166554
1963,Mercy College,760 Sydney Road,COBURG,3058,525,Moreland (C),144.964562,-37.730398
1964,St Timothy's School,21 Stevens Road,VERMONT,3133,698,Whitehorse (C),145.183654,-37.840389
1965,St Mary's School,4-12 Duke Street,MAFFRA,3860,681,Wellington (S),146.9723891,-37.96350023
1966,St Macartan's School,97 Bungower Road,MORNINGTON,3931,534,Mornington Peninsula (S),145.070463,-38.223213
1967,St John's School,Jayne Street,FRANKSTON EAST,3199,217,Frankston (C),145.148098,-38.145823
1968,St Mary's College for the Deaf,10A Riddell Road,WANTIRNA SOUTH,3152,367,Knox (C),145.242789,-37.877901
1969,John Paul College,165 Mc Mahons Road,FRANKSTON,3199,217,Frankston (C),145.138867,-38.13557
1970,St Anne's School,86-94 Austin Road,SEAFORD,3198,217,Frankston (C),145.140947,-38.106598
1971,Mazenod College,Kernot Ave,MULGRAVE,3170,497,Monash (C),145.166144,-37.915204
1972,St Martin de Porres School,158 Military Road,AVONDALE HEIGHTS,3034,506,Moonee Valley (C),144.861624,-37.758468
1973,St Gregory the Great School,396 Manningham Road,DONCASTER,3108,421,Manningham (C),145.122282,-37.780598
1974,Maranatha Christian School,104-108 Reema Boulevard,ENDEAVOUR HILLS,3802,161,Casey (C),145.278034,-37.970919
1975,St Kevin's School,26-44 Herlihys Road,TEMPLESTOWE LOWER,3107,421,Manningham (C),145.122868,-37.761267
1976,St James' School,51 Centre Road,VERMONT,3133,698,Whitehorse (C),145.20969,-37.836748
1977,Good Shepherd School,30 Academy Avenue,WHEELERS HILL,3150,497,Monash (C),145.166052,-37.908123
1978,MacKillop Catholic Regional College,1 Russell Street,WERRIBEE,3030,726,Wyndham (C),144.6651016,-37.90950211
1979,St James'  College,156 Bignell Road,BENTLEIGH EAST,3165,231,Glen Eira (C),145.071365,-37.926472
1980,St Thomas' School,Guthridge Parade,SALE,3850,681,Wellington (S),147.08331,-38.09940329
1981,St Leo the Great Primary School,389 Mason Street,ALTONA NORTH,3025,311,Hobsons Bay (C),144.851693,-37.839216
1982,St Peter's School,2A Parkside Avenue,KEILOR EAST,3033,506,Moonee Valley (C),144.859418,-37.744237
1983,Our Lady Help of Christians School,28 Selby Road,WARRNAMBOOL EAST,3280,673,Warrnambool (C),142.519533,-38.385247
1984,Marian College,11-49 Prince Street,MYRTLEFORD,3737,11,Alpine (S),146.72536,-36.55334
1985,St Martin de Porres School,13-25 Bellin Street,LAVERTON,3028,311,Hobsons Bay (C),144.77698,-37.853783
1986,St Jude the Apostle School,53 George Street,SCORESBY,3179,367,Knox (C),145.225957,-37.889844
1987,St Monica's School,137 Brockley Street,WODONGA WEST,3690,717,Wodonga (C),146.872637,-36.126753
1988,Mount Evelyn Christian School/Ranges TEC,135 York Road,MOUNT EVELYN,3796,745,Yarra Ranges (S),145.3670969,-37.79883442
1989,Melbourne Rudolf Steiner School,213 Wonga Road,WARRANWOOD,3134,441,Maroondah (C),145.248811,-37.777221
1990,St Peter's School,Fenton Street,BENDIGO NORTH,3550,262,Greater Bendigo (C),144.2727362,-36.74416599
1991,St Mark's School,4-6 Dimar Court,DINGLEY,3172,343,Kingston (C),145.129566,-37.986656
1992,The Currajong School,90 Darling Road,MALVERN EAST,3145,635,Stonnington (C),145.059946,-37.875953
1993,Nunawading Christian College-Secondary,161 Central Rd,NUNAWADING,3131,698,Whitehorse (C),145.1690183,-37.82254717
1994,Eltham College,1660 Main Road,RESEARCH,3095,571,Nillumbik (S),145.192232,-37.70044311
1995,Holy Eucharist School,1A Oleander Drive,ST ALBANS SOUTH,3021,118,Brimbank (C),144.811408,-37.756436
1996,St Paul's Primary School,Fourteenth Street,MILDURA,3500,478,Mildura (RC),142.156034,-34.204601
1997,Learning Co-Operative School,10 Laceys Road,COTTLES BRIDGE,3099,571,Nillumbik (S),145.2133347,-37.62939233
1998,St Peter Apostle School,16-38 Guinane Avenue,HOPPERS CROSSING,3029,726,Wyndham (C),144.69031,-37.874642
1999,Donvale Christian College,155 Tindals Road,DONVALE,3111,421,Manningham (C),145.193451,-37.774028
2000,Berengarra School,43 Harrison Street,BOX HILL NORTH,3129,698,Whitehorse (C),145.132142,-37.80388
2001,Sholem Aleichem College,11 Sinclair St,ELSTERNWICK,3185,231,Glen Eira (C),145.001203,-37.882289
2002,St John XXIII Primary School,Regal Avenue,THOMASTOWN EAST,3074,707,Whittlesea (C),145.0392037,-37.67842204
2003,Braemar College,1499 Mt Macedon Rd,WOODEND,3442,413,Macedon Ranges (S),144.5759811,-37.36382882
2004,School of the Good Shepherd,88 South Circular Road,GLADSTONE PARK,3043,327,Hume (C),144.889458,-37.693031
2005,St Agatha's School,Scott Street,CRANBOURNE,3977,161,Casey (C),145.278852,-38.111642
2006,Resurrection School,402 Corrigan Road,KEYSBOROUGH,3173,267,Greater Dandenong (C),145.16293,-37.989944
2007,St Dominic's School,Church Street,MELTON,3337,465,Melton (C),144.584635,-37.680915
2008,St Francis Xavier School,143 Bacchus Marsh Road,CORIO,3214,275,Greater Geelong (C),144.358129,-38.072033
2009,Gilson College,450 Taylors Road,TAYLORS HILL,3037,465,Melton (C),144.763149,-37.724602
2010,Cheshire School,583 Ferntree Gully Road,GLEN WAVERLEY,3150,497,Monash (C),145.158092,-37.902842
2011,Galen Catholic College,College Street,WANGARATTA,3677,670,Wangaratta (RC),146.310537,-36.338747
2012,Holy Spirit School,120 Oban Road,RINGWOOD NORTH,3134,441,Maroondah (C),145.236917,-37.793231
2013,Lumen Christi School,35 Williams Avenue,CHURCHILL,3842,381,Latrobe (C),146.4157105,-38.31640225
2014,Holy Saviour Parish School,765 Highbury Road,VERMONT SOUTH,3133,698,Whitehorse (C),145.175038,-37.862336
2015,St Clare's School,Harbard Street,THOMASTOWN WEST,3074,707,Whittlesea (C),144.9977174,-37.67775056
2016,Nhill Lutheran School,2 Mackay St,NHILL,3418,298,Hindmarsh (S),141.662154,-36.327734
2017,St Anne's School,16-24  Stewarts Lane,SUNBURY,3429,327,Hume (C),144.717457,-37.568388
2018,Our Lady of the Pines School,77 Carbine Street,DONVALE,3111,421,Manningham (C),145.177211,-37.774442
2019,St Jude's School,30 Warrandyte Road,LANGWARRIN,3910,217,Frankston (C),145.191109,-38.155275
2020,St Paul's Kealba Catholic School,230-240 Sunshine Avenue,KEALBA,3021,118,Brimbank (C),144.81963,-37.733736
2021,St Elizabeth's School,111 Bakers Road,DANDENONG NORTH,3175,267,Greater Dandenong (C),145.198878,-37.946321
2022,St Joseph the Worker School,79 Wilson Boulevard,RESERVOIR NORTH,3073,189,Darebin (C),144.99292,-37.702216
2023,Resurrection School,51 Gum Road,KINGS PARK,3021,118,Brimbank (C),144.775394,-37.736301
2024,Catholic Regional College,10 Theodore Street,ST ALBANS,3021,118,Brimbank (C),144.799086,-37.738892
2025,St Francis Xavier College,4 Beaconsfield Avenue,BEACONSFIELD,3807,145,Cardinia (S),145.373106,-38.052002
2026,Holy Trinity Lutheran College,Trinity Drive,HORSHAM,3400,319,Horsham (RC),142.217749,-36.708181
2027,North-Eastern Montessori School,315 Aqueduct Rd,ST HELENA,3088,66,Banyule (C),145.137091,-37.68407
2028,Waverley Christian College,1248 High Street Road,WANTIRNA SOUTH,3152,367,Knox (C),145.215299,-37.880135
2029,The King David School,517-519 Orrong Road,ARMADALE,3143,635,Stonnington (C),145.010495,-37.858226
2030,Westbourne Grammar School,300 Sayers Rd,TRUGANINA,3029,726,Wyndham (C),144.724898,-37.850843
2031,Nazareth School,14-16 Griffith Street,GROVEDALE,3216,275,Greater Geelong (C),144.330112,-38.202516
2032,St Augustine's Primary School,Augustine's Way,KEILOR,3036,118,Brimbank (C),144.820517,-37.710633
2033,St Anthony's School,Wilson Road,MELTON SOUTH,3338,465,Melton (C),144.572897,-37.709657
2034,St Thomas the Apostle School,251 Diamond Creek Road,GREENSBOROUGH NORTH,3088,571,Nillumbik (S),145.1191059,-37.68218852
2035,St Luke's School,25 Stokes Road,WANTIRNA,3152,367,Knox (C),145.235066,-37.853378
2036,St Peter's School,2A Killeen Street,SUNSHINE SOUTH WEST,3020,118,Brimbank (C),144.819619,-37.800283
2037,Northside Christian College,31 McLeans Rd,BUNDOORA,3083,707,Whittlesea (C),145.0546707,-37.69501422
2038,St John's College Preston,21 Railway Place West,PRESTON,3072,189,Darebin (C),144.998743,-37.747246
2039,Good Shepherd Lutheran Primary School,53-57 Plymouth Rd,CROYDON HILLS,3136,441,Maroondah (C),145.268615,-37.782683
2040,Oxley Christian College,15 - 49 Old Melbourne Rd,CHIRNSIDE PARK,3116,745,Yarra Ranges (S),145.30513,-37.763573
2041,Olivet Christian College,89 Main Rd,CAMPBELLS CREEK,3451,543,Mount Alexander (S),144.205424,-37.088492
2042,Covenant College,105 Creamery Road,BELL POST HILL,3215,275,Greater Geelong (C),144.317997,-38.09719
2043,Mountain District Christian School,325 Macclesfield Road,MONBULK,3793,745,Yarra Ranges (S),145.4527149,-37.85664819
2044,Catholic College Wodonga,1 Bowman Court,WODONGA,3690,717,Wodonga (C),146.8623901,-36.12961895
2045,Caroline Chisholm Catholic College,204 Churchill Avenue,BRAYBROOK,3019,433,Maribyrnong (C),144.8501,-37.785858
2046,St Thomas More School,Cuthbert's Road,ALFREDTON,3350,57,Ballarat (C),143.79995,-37.553494
2047,St Mary's School,58 Clegg Road,MOUNT EVELYN,3796,745,Yarra Ranges (S),145.395858,-37.790516
2048,St Anne's School,60 Knees Road,PARK ORCHARDS,3114,421,Manningham (C),145.218594,-37.773303
2049,St Gabriel's School,30-50 Rangeview Drive,TRARALGON WEST,3844,381,Latrobe (C),146.511052,-38.187649
2050,Our Lady's School,169-171 Craigieburn Road West,CRAIGIEBURN,3064,327,Hume (C),144.931372,-37.598603
2051,St Augustine's School,80 Golf Links Road,FRANKSTON SOUTH,3199,217,Frankston (C),145.145871,-38.172048
2052,St Francis of Assisi School,290-312 Childs Road,MILL PARK,3082,707,Whittlesea (C),145.0589142,-37.66499475
2053,Loyola College,325 Grimshaw Street,WATSONIA,3087,66,Banyule (C),145.08073,-37.703396
2054,Catholic Regional College,109-141 Bulman's Road,MELTON,3337,465,Melton (C),144.550411,-37.677246
2055,Newhaven College,1770 Phillip Island Road,RHYLL,3923,74,Bass Coast (S),145.272323,-38.488343
2056,St John's Lutheran School,43-55 Trangmar Street,PORTLAND,3305,241,Glenelg (S),141.589841,-38.356786
2057,Christian College Geelong,18 Burdekin Road,HIGHTON,3216,275,Greater Geelong (C),144.313073,-38.185241
2058,Billanook College,197-199 Cardigan Road,MOOROOLBARK,3138,745,Yarra Ranges (S),145.3388701,-37.78785168
2059,Fitzroy Community School,597 Brunswick Street,FITZROY NORTH,3068,735,Yarra (C),144.97981,-37.789173
2060,St Paul Apostle South School,9 William Hovell Drive,ENDEAVOUR HILLS,3802,161,Casey (C),145.257929,-37.980524
2061,St Andrew's School,96 Bunney Road,CLAYTON SOUTH,3169,343,Kingston (C),145.107195,-37.93489
2062,St Thomas More's School,313 Canadian Bay Road,MOUNT ELIZA,3930,534,Mornington Peninsula (S),145.101137,-38.197726
2063,St Francis' School,Chapel Street,NATHALIA,3638,490,Moira (S),145.207742,-36.058596
2064,Creek Street Christian College,91 Creek Street,BENDIGO,3550,262,Greater Bendigo (C),144.271576,-36.765532
2065,Good Shepherd College,297 Mount Napier Road,HAMILTON,3300,626,Southern Grampians (S),142.041488,-37.770832
2066,Plenty Valley Christian College,840 Yan Yean Road,DOREEN,3754,571,Nillumbik (S),145.138791,-37.613463
2067,St James the Apostle School,330 Derrimut Road,HOPPERS CROSSING NORTH,3029,726,Wyndham (C),144.687493,-37.857286
2068,St Simon's School,2 Taylors Lane,ROWVILLE,3178,367,Knox (C),145.245327,-37.925677
2069,Queen of Peace Primary School,62 Everingham Road,ALTONA MEADOWS,3028,311,Hobsons Bay (C),144.791697,-37.875148
2070,Don Bosco School,496 Princes Highway,NARRE WARREN,3805,161,Casey (C),145.315012,-38.025966
2071,Our Lady Star of the Sea School,13-29 John Dory Drive,OCEAN GROVE,3226,275,Greater Geelong (C),144.540157,-38.26078
2072,Catholic Regional College Institute of Training,380 Sydenham Road,SYDENHAM,3037,118,Brimbank (C),144.771012,-37.699136
2073,Catholic Regional College North Keilor,Santa Monica Drive,KEILOR NORTH,3036,118,Brimbank (C),144.805062,-37.699943
2074,Village School,9-13 Holloway Road,CROYDON NORTH,3136,441,Maroondah (C),145.294493,-37.763749
2075,Bayside Christian College,120-128 Robinsons Road,LANGWARRIN SOUTH,3911,217,Frankston (C),145.16302,-38.178632
2076,Andale School,84 Charles Street,KEW,3101,111,Boroondara (C),145.036044,-37.805513
2077,Trinity Lutheran College,920 Fifteenth Street,MILDURA,3500,478,Mildura (RC),142.128786,-34.201602
2078,Goulburn Valley Grammar School,455 Verney Road,SHEPPARTON,3630,283,Greater Shepparton (C),145.415577,-36.327476
2079,The Knox School,220 Burwood Highway,WANTIRNA SOUTH,3152,367,Knox (C),145.219198,-37.865467
2080,Heathdale Christian College,175 Derrimut Rd,WERRIBEE,3030,726,Wyndham (C),144.681332,-37.881318
2081,Hillcrest Christian College,500 Soldiers Road,CLYDE NORTH,3978,161,Casey (C),145.363801,-38.084681
2082,St Paul's Anglican Grammar School,150 Bowen Street,WARRAGUL,3820,83,Baw Baw (S),145.930417,-38.147811
2083,Sunshine Christian School,81 - 83 Westmoreland Road,SUNSHINE NORTH,3020,118,Brimbank (C),144.835864,-37.768396
2084,Frank Dando Sports Academy,33 Raymond Street,ASHWOOD,3147,497,Monash (C),145.108886,-37.8668
2085,Beaconhills College,30-34 Toomuc Valley Road,PAKENHAM,3810,145,Cardinia (S),145.467319,-38.061898
2086,Ghilgai School,295 Liverpool Road,KILSYTH,3137,745,Yarra Ranges (S),145.3189311,-37.82913713
2087,St Bernadette's Catholic Primary School,1264 Mountain Highway,THE BASIN,3154,367,Knox (C),145.310841,-37.853904
2088,St Catherine's School,2 Lascelles Drive,LALOR WEST,3075,707,Whittlesea (C),145.0032382,-37.66560256
2089,St Anthony's School,90 Kees Road,LARA,3212,275,Greater Geelong (C),144.390582,-38.015191
2090,St Mary's School,2-20 Fir Street,WHITTLESEA,3757,707,Whittlesea (C),145.1145373,-37.50906237
2091,St Charles Borromeo School,230-234 Serpells Road,TEMPLESTOWE,3106,421,Manningham (C),145.153432,-37.767398
2092,River City Christian College,29 Rose Street,ECHUCA,3564,137,Campaspe (S),144.731759,-36.144815
2093,Belgrave Heights Christian School,20 Wattle Valley Road,BELGRAVE HEIGHTS,3160,745,Yarra Ranges (S),145.3462292,-37.91890282
2094,Oakleigh Grammar,77  Willesden Road,OAKLEIGH,3166,497,Monash (C),145.082819,-37.895907
2095,Worawa Aboriginal College,60 - 80 Barak Lane,HEALESVILLE,3777,745,Yarra Ranges (S),145.5092164,-37.68452365
2096,Kerang Christian College,98 Wyndham Street,KERANG,3579,225,Gannawarra (S),143.913416,-35.730422
2097,St Andrews Christian College,130 Tyner Road,WANTIRNA SOUTH,3152,367,Knox (C),145.244636,-37.873866
2098,Chairo Christian School,76 Balfour Road,DROUIN,3818,83,Baw Baw (S),145.877116,-38.142837
2099,Australian International Academy of Education,653 Sydney Road,COBURG,3058,525,Moreland (C),144.966123,-37.736331
2100,Flinders Christian Community College,155 Mornington - Tyabb Road,TYABB,3913,534,Mornington Peninsula (S),145.167984,-38.262117
2101,St Mary MacKillop Primary School,152 Odessa Avenue,KEILOR DOWNS,3038,118,Brimbank (C),144.804346,-37.714625
2102,St Catherine of Siena School,101 Bulman's Road,MELTON WEST,3337,465,Melton (C),144.5501953,-37.67878271
2103,St Paul's School,59 Moores Road,MONBULK,3793,745,Yarra Ranges (S),145.412057,-37.867995
2104,Our Lady of Fatima School,16 Hinton Street,ROSEBUD,3939,534,Mornington Peninsula (S),144.897536,-38.371333
2105,St Justin's School,42 Whalley Drive,WHEELERS HILL,3150,497,Monash (C),145.190508,-37.917811
2106,Grace Christian College Wodonga,20 Kinchington Road,LENEVA,3691,717,Wodonga (C),146.887345,-36.157173
2107,St Richard's Primary School,672 Mount Dandenong Road,KILSYTH,3137,745,Yarra Ranges (S),145.3217417,-37.80656384
2108,Holy Trinity School,10 Riddell Road,WANTIRNA SOUTH,3152,367,Knox (C),145.242912,-37.877468
