,suburb,sa2_code,unemp_rate,year
8888,kew east,207011154,3.9,2015
8889,bulleen,207021156,6.5,2015
8890,doncaster,207021157,8.5,2015
8891,templestowe,207021159,5.8,2015
8892,templestowe lower,207021160,7.3,2015
8893,blackburn,207031161,6.1,2015
8894,blackburn south,207031162,7.8,2015
8895,box hill,207031163,9.6,2015
8896,box hill north,207031164,7.4,2015
8897,burwood,207031165,9.8,2015
8898,burwood east,207031166,7.4,2015
8899,beaumaris,208011168,1.8,2015
8900,brighton,208011169,3.0,2015
8901,brighton east,208011170,2.9,2015
8902,hampton,208011172,4.3,2015
8903,carnegie,208021176,4.3,2015
8904,elsternwick,208021179,3.9,2015
8905,hughesdale,208021180,4.7,2015
8906,murrumbeena,208021181,4.0,2015
8907,chelsea heights,208031187,8.7,2015
8908,mentone,208031190,4.9,2015
8909,malvern east,208041195,2.9,2015
8910,greensborough,209011197,3.8,2015
8911,heidelberg west,209011199,12.5,2015
8912,ivanhoe,209011200,2.8,2015
8913,watsonia,209011204,6.0,2015
8914,kingsbury,209021205,3.4,2015
8915,eltham,209031209,2.4,2015
8916,hurstbridge,209031210,4.0,2015
8917,kinglake,209031211,5.2,2015
8918,lalor,209041219,12.9,2015
8919,thomastown,209041223,12.8,2015
8920,wallan,209041224,7.2,2015
8921,whittlesea,209041225,5.1,2015
8922,airport west,210011226,4.0,2015
8923,keilor,210011228,3.6,2015
8924,keilor east,210011229,3.8,2015
8925,strathmore,210011231,2.1,2015
8926,gisborne,210021232,2.5,2015
8927,macedon,210021233,1.8,2015
8928,riddells creek,210021234,2.4,2015
8929,romsey,210021235,4.0,2015
8930,coburg north,210031236,6.6,2015
8931,fawkner,210031237,7.3,2015
8932,pascoe vale,210031239,3.7,2015
8933,sunbury,210041240,4.4,2015
8934,broadmeadows,210051242,20.3,2015
8935,meadow heights,210051247,19.7,2015
8936,melbourne airport,210051248,2.2,2015
8937,tullamarine,210051250,6.8,2015
8938,bayswater,211011251,6.5,2015
8939,lysterfield,211011255,1.9,2015
8940,wantirna,211011259,3.9,2015
8941,wantirna south,211011260,4.0,2015
8942,bayswater north,211031263,5.4,2015
8943,ringwood,211031266,7.0,2015
8944,ringwood east,211031267,5.6,2015
8945,ringwood north,211031268,2.7,2015
8946,forest hill,211041269,4.7,2015
8947,mitcham,211041270,3.4,2015
8948,nunawading,211041271,4.2,2015
8949,vermont,211041272,3.3,2015
8950,vermont south,211041273,2.6,2015
8951,chirnside park,211051275,4.0,2015
8952,kilsyth,211051277,5.8,2015
8953,montrose,211051280,3.8,2015
8954,mooroolbark,211051281,5.4,2015
8955,mount evelyn,211051283,3.9,2015
8957,koo wee rup,212011290,6.3,2015
8958,doveton,212021295,20.8,2015
8959,hallam,212021297,11.7,2015
8960,narre warren north,212021299,2.4,2015
8961,cranbourne,212031300,12.7,2015
8962,cranbourne east,212031301,5.4,2015
8963,cranbourne north,212031302,9.2,2015
8964,cranbourne south,212031303,3.5,2015
8965,cranbourne west,212031304,10.0,2015
8966,clayton south,212041310,5.9,2015
8967,dandenong,212041311,20.4,2015
8968,dandenong north,212041312,12.8,2015
8969,dingley village,212041313,3.2,2015
8970,keysborough,212041314,6.0,2015
8971,noble park north,212041316,10.5,2015
8972,springvale,212041317,10.9,2015
8973,springvale south,212041318,10.0,2015
8974,clayton,212051320,4.5,2015
8975,mulgrave,212051325,4.3,2015
8976,wheelers hill,212051327,2.6,2015
8977,cairnlea,213011329,7.1,2015
8978,delahey,213011331,10.0,2015
8979,keilor downs,213011332,8.4,2015
8980,kings park,213011333,14.6,2015
8981,sunshine,213011336,11.8,2015
8982,sunshine north,213011337,14.1,2015
8983,sunshine west,213011338,12.9,2015
8984,sydenham,213011339,7.4,2015
8985,taylors lakes,213011340,4.0,2015
8986,altona,213021341,5.0,2015
8987,altona meadows,213021342,7.4,2015
8988,altona north,213021343,8.6,2015
8989,newport,213021344,3.8,2015
8990,seabrook,213021345,5.3,2015
8991,williamstown,213021346,3.4,2015
8992,braybrook,213031347,11.5,2015
8993,footscray,213031348,8.5,2015
8994,maribyrnong,213031349,4.4,2015
8995,yarraville,213031352,3.9,2015
8996,bacchus marsh,213041353,7.6,2015
8997,hillside,213041355,4.3,2015
8998,melton,213041356,14.0,2015
8999,melton south,213041357,11.6,2015
9000,melton west,213041358,10.3,2015
9001,taylors hill,213041360,4.5,2015
9002,laverton,213051363,9.7,2015
9003,tarneit,213051365,5.6,2015
9004,truganina,213051366,5.0,2015
9005,wyndham vale,213051369,9.5,2015
9006,carrum downs,214011370,6.6,2015
9007,frankston,214011371,9.7,2015
9008,frankston north,214011372,13.7,2015
9009,frankston south,214011373,3.2,2015
9010,langwarrin,214011374,4.4,2015
9011,seaford,214011375,8.2,2015
9012,dromana,214021377,4.9,2015
9013,flinders,214021378,1.6,2015
9014,mornington,214021380,5.1,2015
9015,mount eliza,214021381,1.7,2015
9016,mount martha,214021382,2.3,2015
9018,somerville,214021385,4.4,2015
9019,ararat,215011386,8.6,2015
9020,ararat,215011387,4.2,2015
9021,horsham,215011388,5.5,2015
9022,horsham,215011389,2.3,2015
9024,st arnaud,215011391,5.5,2015
9025,stawell,215011392,6.6,2015
9028,irymple,215021395,3.9,2015
9029,merbein,215021396,8.5,2015
9030,mildura,215021398,4.2,2015
9031,red cliffs,215021399,7.4,2015
9033,gannawarra,215031401,3.9,2015
9034,kerang,215031402,6.0,2015
9035,robinvale,215031403,6.1,2015
9036,swan hill,215031404,6.1,2015
9037,swan hill,215031405,4.1,2015
9038,echuca,216011406,5.8,2015
9039,kyabram,216011407,5.7,2015
9040,rochester,216011409,4.3,2015
9041,rushworth,216011410,6.0,2015
9042,cobram,216021411,6.3,2015
9044,numurkah,216021413,5.2,2015
9045,yarrawonga,216021414,5.6,2015
9046,mooroopna,216031415,8.4,2015
9048,hamilton,217011421,3.6,2015
9049,portland,217011422,4.8,2015
9051,camperdown,217031471,3.1,2015
9052,colac,217031472,3.8,2015
9053,colac colac,217031473,2.0,2015
9055,gunbower,216011408,2.7,2015
9056,lockington,216011408,2.7,2015
9057,mccrae,214021384,9.3,2015
9058,rosebud,214021384,9.3,2015
9059,somers,214021379,6.9,2015
9060,hastings,214021379,6.9,2015
9061,sandhurst,214011376,3.7,2015
9062,skye,214011376,3.7,2015
9063,mount cottrell,213041359,11.9,2015
9064,rockbank,213041359,11.9,2015
9065,tottenham,213031351,6.7,2015
9066,west footscray,213031351,6.7,2015
9067,kingsville,213031350,5.5,2015
9068,seddon,213031350,5.5,2015
9069,derrimut,213011330,9.2,2015
9070,deer park,213011330,9.2,2015
9071,albion,213011328,11.8,2015
9072,ardeer,213011328,11.8,2015
9073,huntingdale,212051326,4.8,2015
9074,oakleigh,212051326,4.8,2015
9075,chadstone,212051319,5.2,2015
9076,ashwood,212051319,5.2,2015
9077,oakleigh south,212041309,5.4,2015
9078,clarinda,212041309,5.4,2015
9079,tooradin,212031308,5.2,2015
9080,pearcedale,212031308,5.2,2015
9081,lyndhurst,212031306,4.5,2015
9082,lynbrook,212031306,4.5,2015
9083,lynbrook,212031305,11.9,2015
9084,hampton park,212031305,11.9,2015
9085,cockatoo,212011289,4.5,2015
9086,emerald,212011289,4.5,2015
9087,garfield,212011288,4.6,2015
9088,bunyip,212011288,4.6,2015
9089,officer,212011287,3.2,2015
9090,beaconsfield,212011287,3.2,2015
9091,seville,211051285,3.6,2015
9093,tecoma,211051284,4.6,2015
9094,upwey,211051284,4.6,2015
9095,olinda,211051282,4.1,2015
9096,mount dandenong,211051282,4.1,2015
9097,silvan,211051279,4.1,2015
9098,monbulk,211051279,4.1,2015
9099,coldstream,211051278,5.3,2015
9100,lilydale,211051278,5.3,2015
9101,yarra glen,211051276,5.9,2015
9102,healesville,211051276,5.9,2015
9103,selby,211051274,5.3,2015
9104,belgrave,211051274,5.3,2015
9105,warranwood,211031265,2.8,2015
9106,croydon hills,211031265,2.8,2015
9107,wonga park,211021262,1.8,2015
9108,warrandyte,211021262,1.8,2015
9109,park orchards,211021261,2.3,2015
9110,donvale,211021261,2.3,2015
9112,rowville,211011256,3.8,2015
9113,scoresby,211011254,4.3,2015
9114,knoxfield,211011254,4.3,2015
9115,somerton,210051249,12.7,2015
9116,roxburgh park,210051249,12.7,2015
9117,westmeadows,210051245,6.2,2015
9118,gladstone park,210051245,6.2,2015
9119,coolaroo,210051243,19.7,2015
9120,campbellfield,210051243,19.7,2015
9121,essendon west,210011230,2.8,2015
9122,niddrie,210011230,2.8,2015
9123,diamond creek,209031215,3.2,2015
9124,wattle glen,209031215,3.2,2015
9125,north warrandyte,209031214,1.6,2015
9126,research,209031214,1.6,2015
9127,yarrambat,209031213,2.1,2015
9128,plenty,209031213,2.1,2015
9129,st andrews,209031212,3.8,2015
9130,panton hill,209031212,3.8,2015
9131,yallambie,209011203,3.8,2015
9132,viewbank,209011203,3.8,2015
9133,briar hill,209011202,3.9,2015
9134,montmorency,209011202,3.9,2015
9135,eaglemont,209011201,2.0,2015
9136,ivanhoe east,209011201,2.0,2015
9137,rosanna,209011198,3.3,2015
9138,heidelberg,209011198,3.3,2015
9139,glen iris,208041194,2.5,2015
9140,malvern,208041194,2.5,2015
9141,parkdale,208031193,4.6,2015
9142,mordialloc,208031193,4.6,2015
9143,heatherton,208031191,6.5,2015
9144,moorabbin,208031191,6.5,2015
9145,aspendale,208031189,5.1,2015
9146,edithvale,208031189,5.1,2015
9147,highett,208031188,6.1,2015
9148,cheltenham,208031188,6.1,2015
9149,bonbeach,208031186,7.4,2015
9150,chelsea,208031186,7.4,2015
9151,patterson lakes,208031185,6.5,2015
9152,carrum,208031185,6.5,2015
9153,waterways,208031183,3.7,2015
9154,aspendale gardens,208031183,3.7,2015
9155,glen huntly,208021182,4.7,2015
9156,ormond,208021182,4.7,2015
9157,mckinnon,208021174,3.8,2015
9158,bentleigh,208021174,3.8,2015
9159,black rock,208011173,2.1,2015
9160,sandringham,208011173,2.1,2015
9161,highett,208011171,5.9,2015
9162,cheltenham,208011171,5.9,2015
9163,mont albert,207031167,4.2,2015
9164,surrey hills,207031167,4.2,2015
9165,canterbury,207011155,3.7,2015
9166,surrey hills,207011155,3.7,2015
9167,princes hill,206071140,6.2,2015
9168,carlton north,206071140,6.2,2015
9169,windsor,206061136,5.3,2015
9170,prahran,206061136,5.3,2015
9171,aberfeldie,206031114,3.6,2015
9172,essendon,206031114,3.6,2015
9173,fairfield,206021110,5.1,2015
9174,alphington,206021110,5.1,2015
9175,loch sport,205051100,5.1,2015
9176,longford,205051100,5.1,2015
9177,glengarry,205041098,4.6,2015
9178,yallourn north,205041098,4.6,2015
9179,newborough,205041095,10.8,2015
9180,moe,205041095,10.8,2015
9181,inverloch,205031093,6.9,2015
9182,wonthaggi,205031093,6.9,2015
9183,omeo,205021082,4.0,2015
9184,bruthen,205021082,4.0,2015
9185,indigo valley,204031070,5.3,2015
9186,chiltern,204031070,5.3,2015
9187,mount beauty,204031069,3.5,2015
9188,bright,204031069,3.5,2015
9189,broadford,204011056,6.8,2015
9190,kilmore,204011056,6.8,2015
9191,queenscliff,203031052,3.2,2015
9192,point lonsdale,203031052,3.2,2015
9193,barwon heads,203031050,3.0,2015
9194,ocean grove,203031050,3.0,2015
9195,anglesea,203031049,2.7,2015
9196,lorne,203031049,2.7,2015
9197,bell park,203021047,7.7,2015
9198,north geelong,203021047,7.7,2015
9199,moolap,203021045,10.1,2015
9200,newcomb,203021045,10.1,2015
9201,hamlyn heights,203021040,5.4,2015
9202,geelong west,203021040,5.4,2015
9203,norlane,203021038,17.6,2015
9204,corio,203021038,17.6,2015
9205,ascot,202011025,6.0,2015
9206,white hills,202011025,6.0,2015
9207,golden square,202011022,8.6,2015
9208,kangaroo flat,202011022,8.6,2015
9209,spring gully,202011021,7.9,2015
9210,flora hill,202011021,7.9,2015
9211,kennington,202011020,6.8,2015
9212,east bendigo,202011020,6.8,2015
9213,eaglehawk,202011019,11.7,2015
9214,california gully,202011019,11.7,2015
9215,clunes,201021010,5.0,2015
9216,creswick,201021010,5.0,2015
9217,miners rest,201011008,7.7,2015
9218,wendouree,201011008,7.7,2015
10536,alfredton,201011001,2.4,2016
10537,ballarat east,201011002,4.2,2016
10538,buninyong,201011005,2.7,2016
10539,delacombe,201011006,4.7,2016
10540,smythes creek,201011007,2.1,2016
10541,bacchus marsh,201021009,3.4,2016
10542,daylesford,201021011,3.7,2016
10543,gordon,201021012,3.2,2016
10544,avoca,201031013,6.7,2016
10545,beaufort,201031014,5.1,2016
10546,maryborough,201031016,9.8,2016
10547,maryborough,201031017,9.2,2016
10548,bendigo,202011018,7.1,2016
10549,maiden gully,202011023,1.5,2016
10550,strathfieldsaye,202011024,1.3,2016
10551,castlemaine,202021027,4.5,2016
10552,castlemaine,202021028,4.0,2016
10553,heathcote,202021029,5.4,2016
10554,kyneton,202021030,2.5,2016
10555,woodend,202021031,2.2,2016
10557,bannockburn,203011034,2.7,2016
10558,winchelsea,203011036,3.8,2016
10559,belmont,203021037,6.3,2016
10560,geelong,203021039,7.1,2016
10561,grovedale,203021041,4.4,2016
10562,highton,203021042,2.7,2016
10563,lara,203021043,4.4,2016
10564,leopold,203021044,4.7,2016
10565,newtown,203021046,3.5,2016
10566,clifton springs,203031048,5.4,2016
10567,portarlington,203031051,9.1,2016
10568,torquay,203031053,2.7,2016
10569,alexandra,204011054,4.2,2016
10570,euroa,204011055,5.0,2016
10571,mansfield,204011057,3.4,2016
10572,nagambie,204011058,4.4,2016
10573,seymour,204011059,10.5,2016
10575,yea,204011062,5.6,2016
10576,benalla,204021063,7.0,2016
10577,benalla,204021064,3.7,2016
10578,rutherglen,204021065,4.3,2016
10579,wangaratta,204021066,6.8,2016
10580,wangaratta,204021067,2.9,2016
10581,beechworth,204031068,4.3,2016
10582,myrtleford,204031071,4.8,2016
10583,towong,204031072,5.2,2016
10584,west wodonga,204031073,5.2,2016
10585,wodonga,204031074,6.6,2016
10586,yackandandah,204031075,2.4,2016
10587,drouin,205011076,6.5,2016
10589,trafalgar,205011078,5.0,2016
10590,warragul,205011079,4.9,2016
10591,bairnsdale,205021081,9.2,2016
10592,lakes entrance,205021084,11.2,2016
10593,orbost,205021085,12.2,2016
10594,paynesville,205021086,9.1,2016
10595,foster,205031087,5.7,2016
10596,korumburra,205031089,5.8,2016
10597,leongatha,205031090,4.3,2016
10599,churchill,205041094,8.6,2016
10600,morwell,205041096,21.1,2016
10601,traralgon,205041097,7.3,2016
10602,maffra,205051101,6.0,2016
10603,rosedale,205051102,6.3,2016
10604,sale,205051103,7.7,2016
10605,yarram,205051104,7.6,2016
10606,brunswick,206011105,5.9,2016
10607,brunswick east,206011106,5.1,2016
10608,brunswick west,206011107,7.1,2016
10609,coburg,206011108,7.6,2016
10610,pascoe vale south,206011109,4.8,2016
10611,northcote,206021111,5.0,2016
10612,thornbury,206021112,6.3,2016
10613,ascot vale,206031113,8.0,2016
10614,flemington,206031115,12.3,2016
10615,moonee ponds,206031116,4.0,2016
10616,carlton,206041117,7.4,2016
10617,docklands,206041118,1.8,2016
10618,east melbourne,206041119,1.4,2016
10619,kensington,206041121,5.0,2016
10620,melbourne,206041122,2.9,2016
10621,north melbourne,206041123,6.6,2016
10622,parkville,206041124,3.6,2016
10623,southbank,206041126,1.8,2016
10624,albert park,206051128,2.2,2016
10625,elwood,206051129,3.5,2016
10626,port melbourne,206051130,3.5,2016
10627,south melbourne,206051132,6.4,2016
10628,st kilda,206051133,5.1,2016
10629,st kilda east,206051134,4.6,2016
10630,armadale,206061135,1.9,2016
10631,toorak,206061138,2.6,2016
10632,abbotsford,206071139,3.4,2016
10633,collingwood,206071141,9.6,2016
10634,fitzroy,206071142,8.4,2016
10635,fitzroy north,206071143,5.5,2016
10636,richmond,206071144,4.6,2016
10637,ashburton,207011146,7.3,2016
10638,balwyn,207011147,4.9,2016
10639,balwyn north,207011148,4.6,2016
10640,camberwell,207011149,3.7,2016
10641,hawthorn,207011151,4.3,2016
10642,hawthorn east,207011152,3.9,2016
10643,kew,207011153,4.0,2016
10644,kew east,207011154,4.5,2016
10645,bulleen,207021156,7.6,2016
10646,doncaster,207021157,8.9,2016
10647,templestowe,207021159,5.3,2016
10648,templestowe lower,207021160,7.4,2016
10649,blackburn,207031161,6.1,2016
10650,blackburn south,207031162,9.2,2016
10651,box hill,207031163,9.6,2016
10652,box hill north,207031164,8.1,2016
10653,burwood,207031165,9.9,2016
10654,burwood east,207031166,7.8,2016
10655,beaumaris,208011168,1.7,2016
10656,brighton,208011169,2.7,2016
10657,brighton east,208011170,3.2,2016
10658,hampton,208011172,4.4,2016
10659,carnegie,208021176,4.2,2016
10660,elsternwick,208021179,3.8,2016
10661,hughesdale,208021180,4.7,2016
10662,murrumbeena,208021181,4.1,2016
10663,chelsea heights,208031187,8.6,2016
10664,mentone,208031190,4.9,2016
10665,malvern east,208041195,2.9,2016
10666,greensborough,209011197,3.2,2016
10667,heidelberg west,209011199,9.5,2016
10668,ivanhoe,209011200,2.1,2016
10669,watsonia,209011204,4.7,2016
10670,kingsbury,209021205,3.1,2016
10671,eltham,209031209,2.1,2016
10672,hurstbridge,209031210,3.1,2016
10673,kinglake,209031211,4.2,2016
10674,lalor,209041219,10.4,2016
10675,thomastown,209041223,11.0,2016
10676,wallan,209041224,5.6,2016
10677,whittlesea,209041225,4.5,2016
10678,airport west,210011226,4.8,2016
10679,keilor,210011228,3.3,2016
10680,keilor east,210011229,4.0,2016
10681,strathmore,210011231,2.0,2016
10682,gisborne,210021232,2.5,2016
10683,macedon,210021233,1.8,2016
10684,riddells creek,210021234,2.2,2016
10685,romsey,210021235,3.5,2016
10686,coburg north,210031236,6.4,2016
10687,fawkner,210031237,8.9,2016
10688,pascoe vale,210031239,4.0,2016
10689,sunbury,210041240,4.8,2016
10690,broadmeadows,210051242,23.1,2016
10691,meadow heights,210051247,23.9,2016
10692,melbourne airport,210051248,2.7,2016
10693,tullamarine,210051250,7.9,2016
10694,bayswater,211011251,6.3,2016
10695,lysterfield,211011255,1.8,2016
10696,wantirna,211011259,3.7,2016
10697,wantirna south,211011260,3.6,2016
10698,bayswater north,211031263,5.1,2016
10699,ringwood,211031266,6.5,2016
10700,ringwood east,211031267,5.3,2016
10701,ringwood north,211031268,2.4,2016
10702,forest hill,211041269,3.8,2016
10703,mitcham,211041270,3.2,2016
10704,nunawading,211041271,3.5,2016
10705,vermont,211041272,2.9,2016
10706,vermont south,211041273,2.4,2016
10707,chirnside park,211051275,3.4,2016
10708,kilsyth,211051277,5.4,2016
10709,montrose,211051280,3.8,2016
10710,mooroolbark,211051281,5.0,2016
10711,mount evelyn,211051283,3.4,2016
10713,koo wee rup,212011290,5.7,2016
10714,doveton,212021295,18.6,2016
10715,hallam,212021297,11.7,2016
10716,narre warren north,212021299,2.2,2016
10717,cranbourne,212031300,12.7,2016
10718,cranbourne east,212031301,5.0,2016
10719,cranbourne north,212031302,8.5,2016
10720,cranbourne south,212031303,3.6,2016
10721,cranbourne west,212031304,8.7,2016
10722,clayton south,212041310,5.2,2016
10723,dandenong,212041311,18.1,2016
10724,dandenong north,212041312,11.7,2016
10725,dingley village,212041313,2.9,2016
10726,keysborough,212041314,5.6,2016
10727,noble park north,212041316,10.5,2016
10728,springvale,212041317,9.5,2016
10729,springvale south,212041318,10.0,2016
10730,clayton,212051320,3.8,2016
10731,mulgrave,212051325,4.2,2016
10732,wheelers hill,212051327,2.5,2016
10733,cairnlea,213011329,7.8,2016
10734,delahey,213011331,10.1,2016
10735,keilor downs,213011332,8.9,2016
10736,kings park,213011333,14.6,2016
10737,sunshine,213011336,11.3,2016
10738,sunshine north,213011337,14.7,2016
10739,sunshine west,213011338,12.9,2016
10740,sydenham,213011339,7.2,2016
10741,taylors lakes,213011340,4.1,2016
10742,altona,213021341,5.2,2016
10743,altona meadows,213021342,7.4,2016
10744,altona north,213021343,8.4,2016
10745,newport,213021344,3.5,2016
10746,seabrook,213021345,5.2,2016
10747,williamstown,213021346,3.6,2016
10748,braybrook,213031347,10.6,2016
10749,footscray,213031348,8.8,2016
10750,maribyrnong,213031349,4.5,2016
10751,yarraville,213031352,3.8,2016
10752,bacchus marsh,213041353,7.6,2016
10753,hillside,213041355,4.1,2016
10754,melton,213041356,14.6,2016
10755,melton south,213041357,11.6,2016
10756,melton west,213041358,10.4,2016
10757,taylors hill,213041360,4.7,2016
10758,laverton,213051363,8.6,2016
10759,tarneit,213051365,5.0,2016
10760,truganina,213051366,4.5,2016
10761,wyndham vale,213051369,9.3,2016
10762,carrum downs,214011370,5.8,2016
10763,frankston,214011371,8.9,2016
10764,frankston north,214011372,11.9,2016
10765,frankston south,214011373,2.6,2016
10766,langwarrin,214011374,3.5,2016
10767,seaford,214011375,7.4,2016
10768,dromana,214021377,4.7,2016
10769,flinders,214021378,1.5,2016
10770,mornington,214021380,4.0,2016
10771,mount eliza,214021381,1.5,2016
10772,mount martha,214021382,2.0,2016
10774,somerville,214021385,3.4,2016
10775,ararat,215011386,6.2,2016
10776,ararat,215011387,3.0,2016
10777,horsham,215011388,3.7,2016
10778,horsham,215011389,1.9,2016
10780,st arnaud,215011391,4.7,2016
10781,stawell,215011392,4.7,2016
10784,irymple,215021395,3.0,2016
10785,merbein,215021396,5.1,2016
10786,mildura,215021398,2.9,2016
10787,red cliffs,215021399,5.3,2016
10789,gannawarra,215031401,3.0,2016
10790,kerang,215031402,4.6,2016
10791,robinvale,215031403,4.5,2016
10792,swan hill,215031404,4.2,2016
10793,swan hill,215031405,2.9,2016
10794,echuca,216011406,5.4,2016
10795,kyabram,216011407,5.2,2016
10796,rochester,216011409,4.6,2016
10797,rushworth,216011410,5.4,2016
10798,cobram,216021411,5.5,2016
10800,numurkah,216021413,4.9,2016
10801,yarrawonga,216021414,5.6,2016
10802,mooroopna,216031415,7.7,2016
10804,hamilton,217011421,6.3,2016
10805,portland,217011422,8.4,2016
10807,camperdown,217031471,5.4,2016
10808,colac,217031472,5.7,2016
10809,colac colac,217031473,3.2,2016
10811,gunbower,216011408,2.7,2016
10812,lockington,216011408,2.7,2016
10813,mccrae,214021384,8.6,2016
10814,rosebud,214021384,8.6,2016
10815,somers,214021379,6.6,2016
10816,hastings,214021379,6.6,2016
10817,sandhurst,214011376,3.1,2016
10818,skye,214011376,3.1,2016
10819,mount cottrell,213041359,12.4,2016
10820,rockbank,213041359,12.4,2016
10821,tottenham,213031351,6.7,2016
10822,west footscray,213031351,6.7,2016
10823,kingsville,213031350,5.1,2016
10824,seddon,213031350,5.1,2016
10825,derrimut,213011330,9.7,2016
10826,deer park,213011330,9.7,2016
10827,albion,213011328,11.0,2016
10828,ardeer,213011328,11.0,2016
10829,huntingdale,212051326,4.5,2016
10830,oakleigh,212051326,4.5,2016
10831,chadstone,212051319,5.2,2016
10832,ashwood,212051319,5.2,2016
10833,oakleigh south,212041309,5.2,2016
10834,clarinda,212041309,5.2,2016
10835,tooradin,212031308,5.0,2016
10836,pearcedale,212031308,5.0,2016
10837,lyndhurst,212031306,4.2,2016
10838,lynbrook,212031306,4.2,2016
10839,lynbrook,212031305,10.8,2016
10840,hampton park,212031305,10.8,2016
10841,cockatoo,212011289,4.2,2016
10842,emerald,212011289,4.2,2016
10843,garfield,212011288,5.0,2016
10844,bunyip,212011288,5.0,2016
10845,officer,212011287,3.8,2016
10846,beaconsfield,212011287,3.8,2016
10847,seville,211051285,3.0,2016
10849,tecoma,211051284,4.1,2016
10850,upwey,211051284,4.1,2016
10851,olinda,211051282,3.9,2016
10852,mount dandenong,211051282,3.9,2016
10853,silvan,211051279,3.6,2016
10854,monbulk,211051279,3.6,2016
10855,coldstream,211051278,4.8,2016
10856,lilydale,211051278,4.8,2016
10857,yarra glen,211051276,4.9,2016
10858,healesville,211051276,4.9,2016
10859,selby,211051274,4.6,2016
10860,belgrave,211051274,4.6,2016
10861,warranwood,211031265,2.7,2016
10862,croydon hills,211031265,2.7,2016
10863,wonga park,211021262,1.5,2016
10864,warrandyte,211021262,1.5,2016
10865,park orchards,211021261,2.1,2016
10866,donvale,211021261,2.1,2016
10868,rowville,211011256,3.5,2016
10869,scoresby,211011254,3.9,2016
10870,knoxfield,211011254,3.9,2016
10871,somerton,210051249,14.6,2016
10872,roxburgh park,210051249,14.6,2016
10873,westmeadows,210051245,7.0,2016
10874,gladstone park,210051245,7.0,2016
10875,coolaroo,210051243,22.3,2016
10876,campbellfield,210051243,22.3,2016
10877,essendon west,210011230,2.5,2016
10878,niddrie,210011230,2.5,2016
10879,diamond creek,209031215,2.6,2016
10880,wattle glen,209031215,2.6,2016
10881,north warrandyte,209031214,1.4,2016
10882,research,209031214,1.4,2016
10883,yarrambat,209031213,1.7,2016
10884,plenty,209031213,1.7,2016
10885,st andrews,209031212,3.3,2016
10886,panton hill,209031212,3.3,2016
10887,yallambie,209011203,2.9,2016
10888,viewbank,209011203,2.9,2016
10889,briar hill,209011202,3.4,2016
10890,montmorency,209011202,3.4,2016
10891,eaglemont,209011201,1.4,2016
10892,ivanhoe east,209011201,1.4,2016
10893,rosanna,209011198,2.7,2016
10894,heidelberg,209011198,2.7,2016
10895,glen iris,208041194,2.6,2016
10896,malvern,208041194,2.6,2016
10897,parkdale,208031193,4.7,2016
10898,mordialloc,208031193,4.7,2016
10899,heatherton,208031191,6.6,2016
10900,moorabbin,208031191,6.6,2016
10901,aspendale,208031189,4.8,2016
10902,edithvale,208031189,4.8,2016
10903,highett,208031188,6.2,2016
10904,cheltenham,208031188,6.2,2016
10905,bonbeach,208031186,7.8,2016
10906,chelsea,208031186,7.8,2016
10907,patterson lakes,208031185,7.5,2016
10908,carrum,208031185,7.5,2016
10909,waterways,208031183,4.1,2016
10910,aspendale gardens,208031183,4.1,2016
10911,glen huntly,208021182,4.6,2016
10912,ormond,208021182,4.6,2016
10913,mckinnon,208021174,3.9,2016
10914,bentleigh,208021174,3.9,2016
10915,black rock,208011173,2.2,2016
10916,sandringham,208011173,2.2,2016
10917,highett,208011171,5.9,2016
10918,cheltenham,208011171,5.9,2016
10919,mont albert,207031167,3.9,2016
10920,surrey hills,207031167,3.9,2016
10921,canterbury,207011155,3.7,2016
10922,surrey hills,207011155,3.7,2016
10923,princes hill,206071140,4.6,2016
10924,carlton north,206071140,4.6,2016
10925,windsor,206061136,3.8,2016
10926,prahran,206061136,3.8,2016
10927,aberfeldie,206031114,3.6,2016
10928,essendon,206031114,3.6,2016
10929,fairfield,206021110,4.2,2016
10930,alphington,206021110,4.2,2016
10931,loch sport,205051100,7.4,2016
10932,longford,205051100,7.4,2016
10933,glengarry,205041098,6.3,2016
10934,yallourn north,205041098,6.3,2016
10935,newborough,205041095,14.7,2016
10936,moe,205041095,14.7,2016
10937,inverloch,205031093,9.1,2016
10938,wonthaggi,205031093,9.1,2016
10939,omeo,205021082,6.0,2016
10940,bruthen,205021082,6.0,2016
10941,indigo valley,204031070,4.5,2016
10942,chiltern,204031070,4.5,2016
10943,mount beauty,204031069,3.2,2016
10944,bright,204031069,3.2,2016
10945,broadford,204011056,5.4,2016
10946,kilmore,204011056,5.4,2016
10947,queenscliff,203031052,3.2,2016
10948,point lonsdale,203031052,3.2,2016
10949,barwon heads,203031050,3.1,2016
10950,ocean grove,203031050,3.1,2016
10951,anglesea,203031049,3.3,2016
10952,lorne,203031049,3.3,2016
10953,bell park,203021047,7.5,2016
10954,north geelong,203021047,7.5,2016
10955,moolap,203021045,11.1,2016
10956,newcomb,203021045,11.1,2016
10957,hamlyn heights,203021040,5.3,2016
10958,geelong west,203021040,5.3,2016
10959,norlane,203021038,17.9,2016
10960,corio,203021038,17.9,2016
10961,ascot,202011025,3.6,2016
10962,white hills,202011025,3.6,2016
10963,golden square,202011022,5.1,2016
10964,kangaroo flat,202011022,5.1,2016
